# weight[i] (1/Å)  momenta[i] (1/Å)  momenta[j] (1/Å)  v_0[i, j] (K•Å^3)  v_1[i, j] (K•Å^3)
4.49579822e-02  1.12098059e+00  2.15931673e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.17527930e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.19049315e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.20493801e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.21859453e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.23144425e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.24346973e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.25465452e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.26498325e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.27444167e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.28301664e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.29069623e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.29746969e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.30332753e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.30826150e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.31226465e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.31533134e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.31745729e+01  0.00000000e+00  0.00000000e+00
4.49579822e-02  1.12098059e+00  2.31863996e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.14585593e-04  -1.00709554e+03  -8.30455541e-01
4.63675603e-02  1.16664024e+00  6.03861430e-04  -1.00709546e+03  -8.30455755e-01
4.63675603e-02  1.16664024e+00  1.48458275e-03  -1.00709507e+03  -8.30456877e-01
4.63675603e-02  1.16664024e+00  2.75776215e-03  -1.00709392e+03  -8.30460173e-01
4.63675603e-02  1.16664024e+00  4.42460496e-03  -1.00709136e+03  -8.30467478e-01
4.63675603e-02  1.16664024e+00  6.48666370e-03  -1.00708655e+03  -8.30481206e-01
4.63675603e-02  1.16664024e+00  8.94585399e-03  -1.00707843e+03  -8.30504363e-01
4.63675603e-02  1.16664024e+00  1.18044591e-02  -1.00706575e+03  -8.30540555e-01
4.63675603e-02  1.16664024e+00  1.50651330e-02  -1.00704702e+03  -8.30594013e-01
4.63675603e-02  1.16664024e+00  1.87309030e-02  -1.00702053e+03  -8.30669605e-01
4.63675603e-02  1.16664024e+00  2.28051730e-02  -1.00698435e+03  -8.30772861e-01
4.63675603e-02  1.16664024e+00  2.72917266e-02  -1.00693630e+03  -8.30910002e-01
4.63675603e-02  1.16664024e+00  3.21947309e-02  -1.00687395e+03  -8.31087962e-01
4.63675603e-02  1.16664024e+00  3.75187407e-02  -1.00679461e+03  -8.31314425e-01
4.63675603e-02  1.16664024e+00  4.32687024e-02  -1.00669531e+03  -8.31597859e-01
4.63675603e-02  1.16664024e+00  4.94499593e-02  -1.00657281e+03  -8.31947552e-01
4.63675603e-02  1.16664024e+00  5.60682559e-02  -1.00642355e+03  -8.32373656e-01
4.63675603e-02  1.16664024e+00  6.31297443e-02  -1.00624367e+03  -8.32887235e-01
4.63675603e-02  1.16664024e+00  7.06409889e-02  -1.00602896e+03  -8.33500313e-01
4.63675603e-02  1.16664024e+00  7.86089734e-02  -1.00577488e+03  -8.34225925e-01
4.63675603e-02  1.16664024e+00  8.70411066e-02  -1.00547649e+03  -8.35078183e-01
4.63675603e-02  1.16664024e+00  9.59452294e-02  -1.00512849e+03  -8.36072332e-01
4.63675603e-02  1.16664024e+00  1.05329622e-01  -1.00472515e+03  -8.37224822e-01
4.63675603e-02  1.16664024e+00  1.15203012e-01  -1.00426030e+03  -8.38553378e-01
4.63675603e-02  1.16664024e+00  1.25574579e-01  -1.00372732e+03  -8.40077081e-01
4.63675603e-02  1.16664024e+00  1.36453969e-01  -1.00311909e+03  -8.41816452e-01
4.63675603e-02  1.16664024e+00  1.47851295e-01  -1.00242799e+03  -8.43793538e-01
4.63675603e-02  1.16664024e+00  1.59777152e-01  -1.00164584e+03  -8.46032012e-01
4.63675603e-02  1.16664024e+00  1.72242622e-01  -1.00076388e+03  -8.48557272e-01
4.63675603e-02  1.16664024e+00  1.85259287e-01  -9.99772754e+02  -8.51396554e-01
4.63675603e-02  1.16664024e+00  1.98839235e-01  -9.98662452e+02  -8.54579044e-01
4.63675603e-02  1.16664024e+00  2.12995070e-01  -9.97422286e+02  -8.58136005e-01
4.63675603e-02  1.16664024e+00  2.27739927e-01  -9.96040850e+02  -8.62100906e-01
4.63675603e-02  1.16664024e+00  2.43087477e-01  -9.94505977e+02  -8.66509561e-01
4.63675603e-02  1.16664024e+00  2.59051937e-01  -9.92804702e+02  -8.71400281e-01
4.63675603e-02  1.16664024e+00  2.75648087e-01  -9.90923215e+02  -8.76814022e-01
4.63675603e-02  1.16664024e+00  2.92891275e-01  -9.88846817e+02  -8.82794555e-01
4.63675603e-02  1.16664024e+00  3.10797432e-01  -9.86559871e+02  -8.89388639e-01
4.63675603e-02  1.16664024e+00  3.29383080e-01  -9.84045753e+02  -8.96646196e-01
4.63675603e-02  1.16664024e+00  3.48665347e-01  -9.81286797e+02  -9.04620507e-01
4.63675603e-02  1.16664024e+00  3.68661976e-01  -9.78264246e+02  -9.13368400e-01
4.63675603e-02  1.16664024e+00  3.89391339e-01  -9.74958187e+02  -9.22950459e-01
4.63675603e-02  1.16664024e+00  4.10872446e-01  -9.71347495e+02  -9.33431226e-01
4.63675603e-02  1.16664024e+00  4.33124960e-01  -9.67409765e+02  -9.44879409e-01
4.63675603e-02  1.16664024e+00  4.56169207e-01  -9.63121245e+02  -9.57368091e-01
4.63675603e-02  1.16664024e+00  4.80026188e-01  -9.58456762e+02  -9.70974929e-01
4.63675603e-02  1.16664024e+00  5.04717593e-01  -9.53389642e+02  -9.85782345e-01
4.63675603e-02  1.16664024e+00  5.30265809e-01  -9.47891628e+02  -1.00187769e+00
4.63675603e-02  1.16664024e+00  5.56693934e-01  -9.41932780e+02  -1.01935339e+00
4.63675603e-02  1.16664024e+00  5.84025789e-01  -9.35481384e+02  -1.03830703e+00
4.63675603e-02  1.16664024e+00  6.12285928e-01  -9.28503834e+02  -1.05884138e+00
4.63675603e-02  1.16664024e+00  6.41499650e-01  -9.20964514e+02  -1.08106431e+00
4.63675603e-02  1.16664024e+00  6.71693009e-01  -9.12825670e+02  -1.10508865e+00
4.63675603e-02  1.16664024e+00  7.02892824e-01  -9.04047261e+02  -1.13103175e+00
4.63675603e-02  1.16664024e+00  7.35126690e-01  -8.94586809e+02  -1.15901492e+00
4.63675603e-02  1.16664024e+00  7.68422986e-01  -8.84399236e+02  -1.18916253e+00
4.63675603e-02  1.16664024e+00  8.02810888e-01  -8.73436692e+02  -1.22160067e+00
4.63675603e-02  1.16664024e+00  8.38320370e-01  -8.61648385e+02  -1.25645528e+00
4.63675603e-02  1.16664024e+00  8.74982219e-01  -8.48980422e+02  -1.29384961e+00
4.63675603e-02  1.16664024e+00  9.12828036e-01  -8.35375668e+02  -1.33390069e+00
4.63675603e-02  1.16664024e+00  9.51890247e-01  -8.20773657e+02  -1.37671462e+00
4.63675603e-02  1.16664024e+00  9.92202106e-01  -8.05110581e+02  -1.42238033e+00
4.63675603e-02  1.16664024e+00  1.03379770e+00  -7.88319396e+02  -1.47096128e+00
4.63675603e-02  1.16664024e+00  1.07671194e+00  -7.70330117e+02  -1.52248460e+00
4.63675603e-02  1.16664024e+00  1.12098059e+00  -7.51070378e+02  -1.57692708e+00
4.63675603e-02  1.16664024e+00  1.16664024e+00  -7.30466373e+02  -1.63419697e+00
4.63675603e-02  1.16664024e+00  1.21372832e+00  -7.08444282e+02  -1.69411087e+00
4.63675603e-02  1.16664024e+00  1.26228311e+00  -6.84931997e+02  -1.75636450e+00
4.63675603e-02  1.16664024e+00  1.31234368e+00  -6.59860590e+02  -1.82049615e+00
4.63675603e-02  1.16664024e+00  1.36394997e+00  -6.33166219e+02  -1.88584190e+00
4.63675603e-02  1.16664024e+00  1.41714270e+00  -6.04793085e+02  -1.95148163e+00
4.63675603e-02  1.16664024e+00  1.47196344e+00  -5.74697801e+02  -2.01617561e+00
4.63675603e-02  1.16664024e+00  1.52845450e+00  -5.42855571e+02  -2.07829293e+00
4.63675603e-02  1.16664024e+00  1.58665903e+00  -5.09268598e+02  -2.13573479e+00
4.63675603e-02  1.16664024e+00  1.64662091e+00  -4.73977102e+02  -2.18585943e+00
4.63675603e-02  1.16664024e+00  1.70838477e+00  -4.37073179e+02  -2.22542063e+00
4.63675603e-02  1.16664024e+00  1.77199600e+00  -3.98717443e+02  -2.25053904e+00
4.63675603e-02  1.16664024e+00  1.83750065e+00  -3.59157801e+02  -2.25673495e+00
4.63675603e-02  1.16664024e+00  1.90494548e+00  -3.18748859e+02  -2.23906218e+00
4.63675603e-02  1.16664024e+00  1.97437788e+00  -2.77969155e+02  -2.19239213e+00
4.63675603e-02  1.16664024e+00  2.04584586e+00  -2.37431828e+02  -2.11190036e+00
4.63675603e-02  1.16664024e+00  2.11939800e+00  -1.97882607e+02  -1.99379626e+00
4.63675603e-02  1.16664024e+00  2.19508345e+00  -1.60177745e+02  -1.83629574e+00
4.63675603e-02  1.16664024e+00  2.27295181e+00  -1.25234694e+02  -1.64075527e+00
4.63675603e-02  1.16664024e+00  2.35305316e+00  -9.39513072e+01  -1.41275570e+00
4.63675603e-02  1.16664024e+00  2.43543798e+00  -6.70963891e+01  -1.16276545e+00
4.63675603e-02  1.16664024e+00  2.52015707e+00  -4.51859383e+01  -9.05889698e-01
4.63675603e-02  1.16664024e+00  2.60726154e+00  -2.83729803e+01  -6.60247191e-01
4.63675603e-02  1.16664024e+00  2.69680271e+00  -1.63886360e+01  -4.43853004e-01
4.63675603e-02  1.16664024e+00  2.78883206e+00  -8.56889186e+00  -2.70575280e-01
4.63675603e-02  1.16664024e+00  2.88340114e+00  -3.97842471e+00  -1.46551772e-01
4.63675603e-02  1.16664024e+00  2.98056153e+00  -1.60307240e+00  -6.88217425e-02
4.63675603e-02  1.16664024e+00  3.08036470e+00  -5.45467789e-01  -2.72129542e-02
4.63675603e-02  1.16664024e+00  3.18286199e+00  -1.51685702e-01  -8.74857970e-03
4.63675603e-02  1.16664024e+00  3.28810447e+00  -3.31461571e-02  -2.19309276e-03
4.63675603e-02  1.16664024e+00  3.39614288e+00  -5.42921758e-03  -4.07835238e-04
4.63675603e-02  1.16664024e+00  3.50702747e+00  -6.29731828e-04  -5.30197665e-05
4.63675603e-02  1.16664024e+00  3.62080798e+00  -4.82942036e-05  -4.49005433e-06
4.63675603e-02  1.16664024e+00  3.73753344e+00  -2.25454541e-06  -2.27774716e-07
4.63675603e-02  1.16664024e+00  3.85725213e+00  -5.80143258e-08  -6.26617676e-09
4.63675603e-02  1.16664024e+00  3.98001141e+00  -7.30785110e-10  -8.30962153e-11
4.63675603e-02  1.16664024e+00  4.10585758e+00  -3.91335365e-12  -4.62096928e-13
4.63675603e-02  1.16664024e+00  4.23483580e+00  -7.53913721e-15  -9.14113664e-16
4.63675603e-02  1.16664024e+00  4.36698993e+00  -4.29224741e-18  -5.29807882e-19
4.63675603e-02  1.16664024e+00  4.50236235e+00  -5.73150387e-22  -7.15932112e-23
4.63675603e-02  1.16664024e+00  4.64099387e+00  -1.36890972e-26  -1.72432346e-27
4.63675603e-02  1.16664024e+00  4.78292353e+00  -4.25776667e-32  -5.40062993e-33
4.63675603e-02  1.16664024e+00  4.92818849e+00  -1.18985772e-38  -1.52017084e-39
4.63675603e-02  1.16664024e+00  5.07682381e+00  -1.93641331e-46  -2.49585716e-47
4.63675603e-02  1.16664024e+00  5.22886232e+00  -1.10651504e-55  -1.44250567e-56
4.63675603e-02  1.16664024e+00  5.38433445e+00  -1.23118031e-66  -1.62866631e-67
4.63675603e-02  1.16664024e+00  5.54326804e+00  -1.34323613e-79  -1.80974218e-80
4.63675603e-02  1.16664024e+00  5.70568817e+00  -6.47605100e-95  -8.92150914e-96
4.63675603e-02  1.16664024e+00  5.87161696e+00  -5.47419065e-113  -7.74210069e-114
4.63675603e-02  1.16664024e+00  6.04107342e+00  -2.78179432e-134  -4.05512399e-135
4.63675603e-02  1.16664024e+00  6.21407322e+00  -2.46628777e-159  -3.71989797e-160
4.63675603e-02  1.16664024e+00  6.39062854e+00  -9.15437973e-189  -1.43382528e-189
4.63675603e-02  1.16664024e+00  6.57074782e+00  -2.75000878e-223  -4.48776557e-224
4.63675603e-02  1.16664024e+00  6.75443563e+00  -1.01131148e-263  -1.72470465e-264
4.63675603e-02  1.16664024e+00  6.94169244e+00  -5.21740831e-311  -9.32318784e-312
4.63675603e-02  1.16664024e+00  7.13251443e+00  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  7.32689329e+00  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  7.52481603e+00  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  7.72626477e+00  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  7.93121659e+00  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  8.13964330e+00  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  8.35151126e+00  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  8.56678122e+00  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  8.78540811e+00  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  9.00734089e+00  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  9.23252241e+00  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  9.46088920e+00  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  9.69237133e+00  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  9.92689233e+00  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.01643690e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.04047112e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.06478220e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.08935974e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.11419262e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.13926901e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.16457635e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.19010136e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.21583001e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.24174756e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.26783853e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.29408674e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.32047525e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.34698643e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.37360196e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.40030281e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.42706927e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.45388099e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.48071695e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.50755554e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.53437453e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.56115112e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.58786196e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.61448320e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.64099049e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.66735903e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.69356362e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.71957868e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.74537827e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.77093621e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.79622603e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.82122107e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.84589452e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.87021947e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.89416895e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.91771600e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.94083371e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.96349527e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  1.98567405e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.00734362e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.02847785e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.04905094e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.06903746e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.08841245e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.10715145e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.12523057e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.14262653e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.15931673e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.17527930e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.19049315e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.20493801e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.21859453e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.23144425e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.24346973e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.25465452e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.26498325e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.27444167e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.28301664e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.29069623e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.29746969e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.30332753e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.30826150e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.31226465e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.31533134e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.31745729e+01  0.00000000e+00  0.00000000e+00
4.63675603e-02  1.16664024e+00  2.31863996e+01  0.00000000e+00  0.00000000e+00
4.78149866e-02  1.21372832e+00  1.14585593e-04  -9.64164271e+02  -8.94949344e-01
4.78149866e-02  1.21372832e+00  6.03861430e-04  -9.64164203e+02  -8.94949558e-01
4.78149866e-02  1.21372832e+00  1.48458275e-03  -9.64163843e+02  -8.94950675e-01
4.78149866e-02  1.21372832e+00  2.75776215e-03  -9.64162788e+02  -8.94953957e-01
4.78149866e-02  1.21372832e+00  4.42460496e-03  -9.64160448e+02  -8.94961230e-01
4.78149866e-02  1.21372832e+00  6.48666370e-03  -9.64156050e+02  -8.94974899e-01
4.78149866e-02  1.21372832e+00  8.94585399e-03  -9.64148633e+02  -8.94997955e-01
4.78149866e-02  1.21372832e+00  1.18044591e-02  -9.64137040e+02  -8.95033990e-01
4.78149866e-02  1.21372832e+00  1.50651330e-02  -9.64119918e+02  -8.95087216e-01
4.78149866e-02  1.21372832e+00  1.87309030e-02  -9.64095706e+02  -8.95162480e-01
4.78149866e-02  1.21372832e+00  2.28051730e-02  -9.64062633e+02  -8.95265289e-01
4.78149866e-02  1.21372832e+00  2.72917266e-02  -9.64018709e+02  -8.95401835e-01
4.78149866e-02  1.21372832e+00  3.21947309e-02  -9.63961712e+02  -8.95579024e-01
4.78149866e-02  1.21372832e+00  3.75187407e-02  -9.63889183e+02  -8.95804505e-01
4.78149866e-02  1.21372832e+00  4.32687024e-02  -9.63798413e+02  -8.96086710e-01
4.78149866e-02  1.21372832e+00  4.94499593e-02  -9.63686429e+02  -8.96434886e-01
4.78149866e-02  1.21372832e+00  5.60682559e-02  -9.63549985e+02  -8.96859144e-01
4.78149866e-02  1.21372832e+00  6.31297443e-02  -9.63385544e+02  -8.97370496e-01
4.78149866e-02  1.21372832e+00  7.06409889e-02  -9.63189265e+02  -8.97980915e-01
4.78149866e-02  1.21372832e+00  7.86089734e-02  -9.62956985e+02  -8.98703382e-01
4.78149866e-02  1.21372832e+00  8.70411066e-02  -9.62684202e+02  -8.99551945e-01
4.78149866e-02  1.21372832e+00  9.59452294e-02  -9.62366055e+02  -9.00541784e-01
4.78149866e-02  1.21372832e+00  1.05329622e-01  -9.61997306e+02  -9.01689276e-01
4.78149866e-02  1.21372832e+00  1.15203012e-01  -9.61572315e+02  -9.03012072e-01
4.78149866e-02  1.21372832e+00  1.25574579e-01  -9.61085020e+02  -9.04529169e-01
4.78149866e-02  1.21372832e+00  1.36453969e-01  -9.60528909e+02  -9.06260997e-01
4.78149866e-02  1.21372832e+00  1.47851295e-01  -9.59896999e+02  -9.08229510e-01
4.78149866e-02  1.21372832e+00  1.59777152e-01  -9.59181803e+02  -9.10458276e-01
4.78149866e-02  1.21372832e+00  1.72242622e-01  -9.58375305e+02  -9.12972583e-01
4.78149866e-02  1.21372832e+00  1.85259287e-01  -9.57468928e+02  -9.15799549e-01
4.78149866e-02  1.21372832e+00  1.98839235e-01  -9.56453500e+02  -9.18968232e-01
4.78149866e-02  1.21372832e+00  2.12995070e-01  -9.55319223e+02  -9.22509758e-01
4.78149866e-02  1.21372832e+00  2.27739927e-01  -9.54055635e+02  -9.26457448e-01
4.78149866e-02  1.21372832e+00  2.43087477e-01  -9.52651573e+02  -9.30846960e-01
4.78149866e-02  1.21372832e+00  2.59051937e-01  -9.51095133e+02  -9.35716434e-01
4.78149866e-02  1.21372832e+00  2.75648087e-01  -9.49373629e+02  -9.41106643e-01
4.78149866e-02  1.21372832e+00  2.92891275e-01  -9.47473548e+02  -9.47061164e-01
4.78149866e-02  1.21372832e+00  3.10797432e-01  -9.45380505e+02  -9.53626540e-01
4.78149866e-02  1.21372832e+00  3.29383080e-01  -9.43079194e+02  -9.60852467e-01
4.78149866e-02  1.21372832e+00  3.48665347e-01  -9.40553335e+02  -9.68791977e-01
4.78149866e-02  1.21372832e+00  3.68661976e-01  -9.37785624e+02  -9.77501631e-01
4.78149866e-02  1.21372832e+00  3.89391339e-01  -9.34757669e+02  -9.87041719e-01
4.78149866e-02  1.21372832e+00  4.10872446e-01  -9.31449933e+02  -9.97476466e-01
4.78149866e-02  1.21372832e+00  4.33124960e-01  -9.27841667e+02  -1.00887423e+00
4.78149866e-02  1.21372832e+00  4.56169207e-01  -9.23910839e+02  -1.02130771e+00
4.78149866e-02  1.21372832e+00  4.80026188e-01  -9.19634055e+02  -1.03485415e+00
4.78149866e-02  1.21372832e+00  5.04717593e-01  -9.14986481e+02  -1.04959548e+00
4.78149866e-02  1.21372832e+00  5.30265809e-01  -9.09941746e+02  -1.06561855e+00
4.78149866e-02  1.21372832e+00  5.56693934e-01  -9.04471846e+02  -1.08301518e+00
4.78149866e-02  1.21372832e+00  5.84025789e-01  -8.98547030e+02  -1.10188231e+00
4.78149866e-02  1.21372832e+00  6.12285928e-01  -8.92135683e+02  -1.12232193e+00
4.78149866e-02  1.21372832e+00  6.41499650e-01  -8.85204186e+02  -1.14444108e+00
4.78149866e-02  1.21372832e+00  6.71693009e-01  -8.77716767e+02  -1.16835156e+00
4.78149866e-02  1.21372832e+00  7.02892824e-01  -8.69635339e+02  -1.19416959e+00
4.78149866e-02  1.21372832e+00  7.35126690e-01  -8.60919313e+02  -1.22201516e+00
4.78149866e-02  1.21372832e+00  7.68422986e-01  -8.51525404e+02  -1.25201105e+00
4.78149866e-02  1.21372832e+00  8.02810888e-01  -8.41407418e+02  -1.28428150e+00
4.78149866e-02  1.21372832e+00  8.38320370e-01  -8.30516032e+02  -1.31895030e+00
4.78149866e-02  1.21372832e+00  8.74982219e-01  -8.18798568e+02  -1.35613811e+00
4.78149866e-02  1.21372832e+00  9.12828036e-01  -8.06198784e+02  -1.39595889e+00
4.78149866e-02  1.21372832e+00  9.51890247e-01  -7.92656689e+02  -1.43851509e+00
4.78149866e-02  1.21372832e+00  9.92202106e-01  -7.78108418e+02  -1.48389126e+00
4.78149866e-02  1.21372832e+00  1.03379770e+00  -7.62486204e+02  -1.53214564e+00
4.78149866e-02  1.21372832e+00  1.07671194e+00  -7.45718516e+02  -1.58329915e+00
4.78149866e-02  1.21372832e+00  1.12098059e+00  -7.27730419e+02  -1.63732109e+00
4.78149866e-02  1.21372832e+00  1.16664024e+00  -7.08444282e+02  -1.69411087e+00
4.78149866e-02  1.21372832e+00  1.21372832e+00  -6.87780965e+02  -1.75347454e+00
4.78149866e-02  1.21372832e+00  1.26228311e+00  -6.65661631e+02  -1.81509532e+00
4.78149866e-02  1.21372832e+00  1.31234368e+00  -6.42009998e+02  -1.87849682e+00
4.78149866e-02  1.21372832e+00  1.36394997e+00  -6.16754497e+02  -1.94299798e+00
4.78149866e-02  1.21372832e+00  1.41714270e+00  -5.89831099e+02  -2.00765880e+00
4.78149866e-02  1.21372832e+00  1.47196344e+00  -5.61187527e+02  -2.07121689e+00
4.78149866e-02  1.21372832e+00  1.52845450e+00  -5.30789251e+02  -2.13201585e+00
4.78149866e-02  1.21372832e+00  1.58665903e+00  -4.98627725e+02  -2.18792884e+00
4.78149866e-02  1.21372832e+00  1.64662091e+00  -4.64731227e+02  -2.23628418e+00
4.78149866e-02  1.21372832e+00  1.70838477e+00  -4.29178609e+02  -2.27380510e+00
4.78149866e-02  1.21372832e+00  1.77199600e+00  -3.92115907e+02  -2.29658294e+00
4.78149866e-02  1.21372832e+00  1.83750065e+00  -3.53775253e+02  -2.30011300e+00
4.78149866e-02  1.21372832e+00  1.90494548e+00  -3.14494648e+02  -2.27943242e+00
4.78149866e-02  1.21372832e+00  1.97437788e+00  -2.74735889e+02  -2.22940963e+00
4.78149866e-02  1.21372832e+00  2.04584586e+00  -2.35096340e+02  -2.14523734e+00
