# weight[i] (1/Å)  momenta[i] (1/Å)  momenta[j] (1/Å)  v_0[i, j] (K•Å^3)  v_1[i, j] (K•Å^3)
4.84811157e-02  1.93865027e+00  7.09696947e+00  0.00000000e+00  0.00000000e+00
4.84811157e-02  1.93865027e+00  7.11836518e+00  0.00000000e+00  0.00000000e+00
4.84811157e-02  1.93865027e+00  7.13773752e+00  0.00000000e+00  0.00000000e+00
4.84811157e-02  1.93865027e+00  7.15506699e+00  0.00000000e+00  0.00000000e+00
4.84811157e-02  1.93865027e+00  7.17033609e+00  0.00000000e+00  0.00000000e+00
4.84811157e-02  1.93865027e+00  7.18352935e+00  0.00000000e+00  0.00000000e+00
4.84811157e-02  1.93865027e+00  7.19463339e+00  0.00000000e+00  0.00000000e+00
4.84811157e-02  1.93865027e+00  7.20363693e+00  0.00000000e+00  0.00000000e+00
4.84811157e-02  1.93865027e+00  7.21053085e+00  0.00000000e+00  0.00000000e+00
4.84811157e-02  1.93865027e+00  7.21530824e+00  0.00000000e+00  0.00000000e+00
4.84811157e-02  1.93865027e+00  7.21796529e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  7.57581346e-05  1.16763945e-189  4.53976268e-189
4.92631925e-02  1.98752241e+00  3.99209215e-04  1.16763954e-189  4.53976286e-189
4.92631925e-02  1.98752241e+00  9.81302541e-04  1.16764003e-189  4.53976378e-189
4.92631925e-02  1.98752241e+00  1.82247587e-03  1.16764146e-189  4.53976649e-189
4.92631925e-02  1.98752241e+00  2.92319076e-03  1.16764463e-189  4.53977250e-189
4.92631925e-02  1.98752241e+00  4.28403402e-03  1.16765058e-189  4.53978377e-189
4.92631925e-02  1.98752241e+00  5.90572739e-03  1.16766061e-189  4.53980276e-189
4.92631925e-02  1.98752241e+00  7.78912938e-03  1.16767626e-189  4.53983240e-189
4.92631925e-02  1.98752241e+00  9.93523601e-03  1.16769935e-189  4.53987611e-189
4.92631925e-02  1.98752241e+00  1.23451811e-02  1.16773194e-189  4.53993782e-189
4.92631925e-02  1.98752241e+00  1.50202366e-02  1.16777636e-189  4.54002195e-189
4.92631925e-02  1.98752241e+00  1.79618127e-02  1.16783524e-189  4.54013345e-189
4.92631925e-02  1.98752241e+00  2.11714584e-02  1.16791145e-189  4.54027779e-189
4.92631925e-02  1.98752241e+00  2.46508616e-02  1.16800819e-189  4.54046102e-189
4.92631925e-02  1.98752241e+00  2.84018493e-02  1.16812892e-189  4.54068971e-189
4.92631925e-02  1.98752241e+00  3.24263883e-02  1.16827741e-189  4.54097103e-189
4.92631925e-02  1.98752241e+00  3.67265850e-02  1.16845774e-189  4.54131273e-189
4.92631925e-02  1.98752241e+00  4.13046861e-02  1.16867433e-189  4.54172320e-189
4.92631925e-02  1.98752241e+00  4.61630789e-02  1.16893187e-189  4.54221142e-189
4.92631925e-02  1.98752241e+00  5.13042916e-02  1.16923543e-189  4.54278703e-189
4.92631925e-02  1.98752241e+00  5.67309936e-02  1.16959040e-189  4.54346031e-189
4.92631925e-02  1.98752241e+00  6.24459958e-02  1.17000249e-189  4.54424222e-189
4.92631925e-02  1.98752241e+00  6.84522510e-02  1.17047779e-189  4.54514436e-189
4.92631925e-02  1.98752241e+00  7.47528545e-02  1.17102271e-189  4.54617898e-189
4.92631925e-02  1.98752241e+00  8.13510438e-02  1.17164400e-189  4.54735899e-189
4.92631925e-02  1.98752241e+00  8.82501993e-02  1.17234876e-189  4.54869785e-189
4.92631925e-02  1.98752241e+00  9.54538446e-02  1.17314436e-189  4.55020954e-189
4.92631925e-02  1.98752241e+00  1.02965647e-01  1.17403848e-189  4.55190845e-189
4.92631925e-02  1.98752241e+00  1.10789416e-01  1.17503903e-189  4.55380921e-189
4.92631925e-02  1.98752241e+00  1.18929106e-01  1.17615406e-189  4.55592650e-189
4.92631925e-02  1.98752241e+00  1.27388816e-01  1.17739172e-189  4.55827468e-189
4.92631925e-02  1.98752241e+00  1.36172786e-01  1.17876012e-189  4.56086745e-189
4.92631925e-02  1.98752241e+00  1.45285403e-01  1.18026718e-189  4.56371721e-189
4.92631925e-02  1.98752241e+00  1.54731196e-01  1.18192041e-189  4.56683439e-189
4.92631925e-02  1.98752241e+00  1.64514838e-01  1.18372663e-189  4.57022644e-189
4.92631925e-02  1.98752241e+00  1.74641147e-01  1.18569162e-189  4.57389655e-189
4.92631925e-02  1.98752241e+00  1.85115081e-01  1.18781964e-189  4.57784207e-189
4.92631925e-02  1.98752241e+00  1.95941744e-01  1.19011286e-189  4.58205233e-189
4.92631925e-02  1.98752241e+00  2.07126381e-01  1.19257058e-189  4.58650605e-189
4.92631925e-02  1.98752241e+00  2.18674379e-01  1.19518832e-189  4.59116790e-189
4.92631925e-02  1.98752241e+00  2.30591266e-01  1.19795653e-189  4.59598422e-189
4.92631925e-02  1.98752241e+00  2.42882711e-01  1.20085914e-189  4.60087770e-189
4.92631925e-02  1.98752241e+00  2.55554521e-01  1.20387164e-189  4.60574066e-189
4.92631925e-02  1.98752241e+00  2.68612641e-01  1.20695875e-189  4.61042679e-189
4.92631925e-02  1.98752241e+00  2.82063156e-01  1.21007148e-189  4.61474091e-189
4.92631925e-02  1.98752241e+00  2.95912282e-01  1.21314358e-189  4.61842649e-189
4.92631925e-02  1.98752241e+00  3.10166373e-01  1.21608719e-189  4.62115040e-189
4.92631925e-02  1.98752241e+00  3.24831913e-01  1.21878759e-189  4.62248457e-189
4.92631925e-02  1.98752241e+00  3.39915516e-01  1.22109687e-189  4.62188412e-189
4.92631925e-02  1.98752241e+00  3.55423925e-01  1.22282651e-189  4.61866154e-189
4.92631925e-02  1.98752241e+00  3.71364009e-01  1.22373863e-189  4.61195681e-189
4.92631925e-02  1.98752241e+00  3.87742758e-01  1.22353617e-189  4.60070341e-189
4.92631925e-02  1.98752241e+00  4.04567283e-01  1.22185177e-189  4.58359086e-189
4.92631925e-02  1.98752241e+00  4.21844814e-01  1.21823610e-189  4.55902517e-189
4.92631925e-02  1.98752241e+00  4.39582692e-01  1.21214605e-189  4.52508953e-189
4.92631925e-02  1.98752241e+00  4.57788368e-01  1.20293413e-189  4.47950981e-189
4.92631925e-02  1.98752241e+00  4.76469401e-01  1.18984094e-189  4.41963136e-189
4.92631925e-02  1.98752241e+00  4.95633450e-01  1.17199366e-189  4.34241743e-189
4.92631925e-02  1.98752241e+00  5.15288272e-01  1.14841461e-189  4.24448323e-189
4.92631925e-02  1.98752241e+00  5.35441716e-01  1.11804539e-189  4.12218480e-189
4.92631925e-02  1.98752241e+00  5.56101718e-01  1.07979362e-189  3.97178626e-189
4.92631925e-02  1.98752241e+00  5.77276294e-01  1.03260994e-189  3.78973217e-189
4.92631925e-02  1.98752241e+00  5.98973539e-01  9.75602881e-190  3.57305042e-189
4.92631925e-02  1.98752241e+00  6.21201613e-01  9.08196295e-190  3.31990132e-189
4.92631925e-02  1.98752241e+00  6.43968741e-01  8.30327082e-190  3.03026436e-189
4.92631925e-02  1.98752241e+00  6.67283202e-01  7.42668293e-190  2.70671078e-189
4.92631925e-02  1.98752241e+00  6.91153323e-01  6.46843387e-190  2.35514334e-189
4.92631925e-02  1.98752241e+00  7.15587470e-01  5.45573349e-190  1.98530204e-189
4.92631925e-02  1.98752241e+00  7.40594041e-01  4.42676530e-190  1.61075837e-189
4.92631925e-02  1.98752241e+00  7.66181457e-01  3.42834986e-190  1.24809848e-189
4.92631925e-02  1.98752241e+00  7.92358148e-01  2.51070530e-190  9.15094286e-190
4.92631925e-02  1.98752241e+00  8.19132550e-01  1.71954896e-190  6.27939773e-190
4.92631925e-02  1.98752241e+00  8.46513092e-01  1.08707190e-190  3.98075738e-190
4.92631925e-02  1.98752241e+00  8.74508182e-01  6.24618030e-191  2.29585088e-190
4.92631925e-02  1.98752241e+00  9.03126201e-01  3.20308639e-191  1.18300830e-190
4.92631925e-02  1.98752241e+00  9.32375486e-01  1.43484116e-191  5.33132566e-191
4.92631925e-02  1.98752241e+00  9.62264322e-01  5.47482564e-192  2.04924390e-191
4.92631925e-02  1.98752241e+00  9.92800924e-01  1.72750693e-192  6.52342521e-192
4.92631925e-02  1.98752241e+00  1.02399343e+00  4.35411830e-193  1.66147277e-192
4.92631925e-02  1.98752241e+00  1.05584988e+00  8.41792619e-194  3.25167233e-193
4.92631925e-02  1.98752241e+00  1.08837820e+00  1.19061709e-194  4.66469691e-194
4.92631925e-02  1.98752241e+00  1.12158621e+00  1.16579881e-195  4.64233998e-195
4.92631925e-02  1.98752241e+00  1.15548156e+00  7.41040893e-197  3.00609216e-196
4.92631925e-02  1.98752241e+00  1.19007178e+00  2.83773972e-198  1.17553757e-197
4.92631925e-02  1.98752241e+00  1.22536418e+00  6.00262362e-200  2.54587190e-199
4.92631925e-02  1.98752241e+00  1.26136593e+00  6.34282354e-202  2.76187468e-201
4.92631925e-02  1.98752241e+00  1.29808395e+00  2.98032437e-204  1.33618122e-203
4.92631925e-02  1.98752241e+00  1.33552494e+00  5.44363899e-207  2.52043841e-206
4.92631925e-02  1.98752241e+00  1.37369538e+00  3.30965657e-210  1.58742755e-209
4.92631925e-02  1.98752241e+00  1.41260145e+00  5.60169852e-214  2.79195113e-213
4.92631925e-02  1.98752241e+00  1.45224905e+00  2.14883532e-218  1.11636424e-217
4.92631925e-02  1.98752241e+00  1.49264379e+00  1.47524404e-223  8.01244791e-223
4.92631925e-02  1.98752241e+00  1.53379093e+00  1.38249668e-229  7.87125933e-229
4.92631925e-02  1.98752241e+00  1.57569538e+00  1.29683867e-236  7.75815235e-236
4.92631925e-02  1.98752241e+00  1.61836169e+00  8.54047563e-245  5.37794152e-244
4.92631925e-02  1.98752241e+00  1.66179401e+00  2.63368119e-254  1.74740468e-253
4.92631925e-02  1.98752241e+00  1.70599606e+00  2.39660014e-265  1.67540996e-264
4.92631925e-02  1.98752241e+00  1.75097112e+00  3.80431888e-278  2.79871179e-277
4.92631925e-02  1.98752241e+00  1.79672201e+00  5.79505621e-293  4.47431488e-292
4.92631925e-02  1.98752241e+00  1.84325105e+00  4.29804857e-310  3.46796662e-309
4.92631925e-02  1.98752241e+00  1.89056004e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  1.93865027e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  1.98752241e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.03717658e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.08761228e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.13882833e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.19082292e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.24359353e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.29713692e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.35144909e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.40652530e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.46235997e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.51894673e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.57627835e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.63434673e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.69314287e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.75265686e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.81287783e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.87379397e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.93539248e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  2.99765954e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  3.06058031e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  3.12413893e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  3.18831845e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  3.25310087e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  3.31846709e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  3.38439690e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  3.45086899e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  3.51786092e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  3.58534912e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  3.65330888e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  3.72171435e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  3.79053852e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  3.85975325e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  3.92932926e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  3.99923609e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  4.06944220e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  4.13991487e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  4.21062029e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  4.28152355e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  4.35258862e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  4.42377844e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  4.49505486e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  4.56637873e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  4.63770986e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  4.70900714e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  4.78022846e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  4.85133084e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  4.92227040e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  4.99300245e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  5.06348148e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  5.13366124e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  5.20349479e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  5.27293452e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  5.34193223e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  5.41043916e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  5.47840609e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  5.54578334e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  5.61252087e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  5.67856833e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  5.74387515e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  5.80839057e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  5.87206372e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  5.93484371e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  5.99667970e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.05752095e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.11731691e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.17601730e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.23357219e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.28993205e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.34504788e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.39887124e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.45135434e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.50245015e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.55211244e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.60029586e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.64695607e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.69204974e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.73553470e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.77736994e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.81751576e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.85593377e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.89258703e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.92744006e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.96045893e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  6.99161132e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  7.02086659e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  7.04819582e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  7.07357188e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  7.09696947e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  7.11836518e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  7.13773752e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  7.15506699e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  7.17033609e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  7.18352935e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  7.19463339e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  7.20363693e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  7.21053085e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  7.21530824e+00  0.00000000e+00  0.00000000e+00
4.92631925e-02  1.98752241e+00  7.21796529e+00  0.00000000e+00  0.00000000e+00
5.00450709e-02  2.03717658e+00  7.57581346e-05  7.28370284e-220  3.05383763e-219
5.00450709e-02  2.03717658e+00  3.99209215e-04  7.28370338e-220  3.05383775e-219
5.00450709e-02  2.03717658e+00  9.81302541e-04  7.28370621e-220  3.05383834e-219
5.00450709e-02  2.03717658e+00  1.82247587e-03  7.28371451e-220  3.05384007e-219
5.00450709e-02  2.03717658e+00  2.92319076e-03  7.28373289e-220  3.05384392e-219
5.00450709e-02  2.03717658e+00  4.28403402e-03  7.28376740e-220  3.05385113e-219
5.00450709e-02  2.03717658e+00  5.90572739e-03  7.28382555e-220  3.05386329e-219
5.00450709e-02  2.03717658e+00  7.78912938e-03  7.28391631e-220  3.05388227e-219
5.00450709e-02  2.03717658e+00  9.93523601e-03  7.28405016e-220  3.05391026e-219
5.00450709e-02  2.03717658e+00  1.23451811e-02  7.28423910e-220  3.05394977e-219
5.00450709e-02  2.03717658e+00  1.50202366e-02  7.28449668e-220  3.05400364e-219
5.00450709e-02  2.03717658e+00  1.79618127e-02  7.28483804e-220  3.05407503e-219
5.00450709e-02  2.03717658e+00  2.11714584e-02  7.28527996e-220  3.05416746e-219
5.00450709e-02  2.03717658e+00  2.46508616e-02  7.28584087e-220  3.05428477e-219
5.00450709e-02  2.03717658e+00  2.84018493e-02  7.28654092e-220  3.05443120e-219
5.00450709e-02  2.03717658e+00  3.24263883e-02  7.28740200e-220  3.05461133e-219
5.00450709e-02  2.03717658e+00  3.67265850e-02  7.28844780e-220  3.05483012e-219
5.00450709e-02  2.03717658e+00  4.13046861e-02  7.28970385e-220  3.05509294e-219
5.00450709e-02  2.03717658e+00  4.61630789e-02  7.29119760e-220  3.05540554e-219
5.00450709e-02  2.03717658e+00  5.13042916e-02  7.29295837e-220  3.05577408e-219
5.00450709e-02  2.03717658e+00  5.67309936e-02  7.29501750e-220  3.05620517e-219
5.00450709e-02  2.03717658e+00  6.24459958e-02  7.29740830e-220  3.05670579e-219
5.00450709e-02  2.03717658e+00  6.84522510e-02  7.30016612e-220  3.05728338e-219
5.00450709e-02  2.03717658e+00  7.47528545e-02  7.30332833e-220  3.05794577e-219
5.00450709e-02  2.03717658e+00  8.13510438e-02  7.30693430e-220  3.05870120e-219
5.00450709e-02  2.03717658e+00  8.82501993e-02  7.31102535e-220  3.05955828e-219
5.00450709e-02  2.03717658e+00  9.54538446e-02  7.31564464e-220  3.06052591e-219
5.00450709e-02  2.03717658e+00  1.02965647e-01  7.32083693e-220  3.06161326e-219
5.00450709e-02  2.03717658e+00  1.10789416e-01  7.32664840e-220  3.06282962e-219
5.00450709e-02  2.03717658e+00  1.18929106e-01  7.33312621e-220  3.06418429e-219
5.00450709e-02  2.03717658e+00  1.27388816e-01  7.34031797e-220  3.06568632e-219
5.00450709e-02  2.03717658e+00  1.36172786e-01  7.34827113e-220  3.06734426e-219
5.00450709e-02  2.03717658e+00  1.45285403e-01  7.35703193e-220  3.06916580e-219
5.00450709e-02  2.03717658e+00  1.54731196e-01  7.36664415e-220  3.07115723e-219
5.00450709e-02  2.03717658e+00  1.64514838e-01  7.37714744e-220  3.07332279e-219
5.00450709e-02  2.03717658e+00  1.74641147e-01  7.38857508e-220  3.07566387e-219
5.00450709e-02  2.03717658e+00  1.85115081e-01  7.40095121e-220  3.07817782e-219
5.00450709e-02  2.03717658e+00  1.95941744e-01  7.41428719e-220  3.08085664e-219
5.00450709e-02  2.03717658e+00  2.07126381e-01  7.42857704e-220  3.08368509e-219
5.00450709e-02  2.03717658e+00  2.18674379e-01  7.44379152e-220  3.08663849e-219
5.00450709e-02  2.03717658e+00  2.30591266e-01  7.45987069e-220  3.08967979e-219
5.00450709e-02  2.03717658e+00  2.42882711e-01  7.47671466e-220  3.09275600e-219
5.00450709e-02  2.03717658e+00  2.55554521e-01  7.49417194e-220  3.09579372e-219
5.00450709e-02  2.03717658e+00  2.68612641e-01  7.51202507e-220  3.09869355e-219
5.00450709e-02  2.03717658e+00  2.82063156e-01  7.52997272e-220  3.10132327e-219
5.00450709e-02  2.03717658e+00  2.95912282e-01  7.54760767e-220  3.10350944e-219
5.00450709e-02  2.03717658e+00  3.10166373e-01  7.56439015e-220  3.10502721e-219
5.00450709e-02  2.03717658e+00  3.24831913e-01  7.57961544e-220  3.10558802e-219
5.00450709e-02  2.03717658e+00  3.39915516e-01  7.59237506e-220  3.10482500e-219
5.00450709e-02  2.03717658e+00  3.55423925e-01  7.60151075e-220  3.10227568e-219
5.00450709e-02  2.03717658e+00  3.71364009e-01  7.60556096e-220  3.09736199e-219
5.00450709e-02  2.03717658e+00  3.87742758e-01  7.60269973e-220  3.08936765e-219
5.00450709e-02  2.03717658e+00  4.04567283e-01  7.59066858e-220  3.07741314e-219
5.00450709e-02  2.03717658e+00  4.21844814e-01  7.56670390e-220  3.06042933e-219
5.00450709e-02  2.03717658e+00  4.39582692e-01  7.52746403e-220  3.03713143e-219
5.00450709e-02  2.03717658e+00  4.57788368e-01  7.46896328e-220  3.00599611e-219
5.00450709e-02  2.03717658e+00  4.76469401e-01  7.38652467e-220  2.96524639e-219
5.00450709e-02  2.03717658e+00  4.95633450e-01  7.27476951e-220  2.91285095e-219
5.00450709e-02  2.03717658e+00  5.15288272e-01  7.12766865e-220  2.84654758e-219
5.00450709e-02  2.03717658e+00  5.35441716e-01  6.93868953e-220  2.76390325e-219
5.00450709e-02  2.03717658e+00  5.56101718e-01  6.70108188e-220  2.66242676e-219
5.00450709e-02  2.03717658e+00  5.77276294e-01  6.40835030e-220  2.53975172e-219
5.00450709e-02  2.03717658e+00  5.98973539e-01  6.05496060e-220  2.39390669e-219
5.00450709e-02  2.03717658e+00  6.21201613e-01  5.63730987e-220  2.22368277e-219
5.00450709e-02  2.03717658e+00  6.43968741e-01  5.15494730e-220  2.02909271e-219
5.00450709e-02  2.03717658e+00  6.67283202e-01  4.61195573e-220  1.81188641e-219
5.00450709e-02  2.03717658e+00  6.91153323e-01  4.01828389e-220  1.57604325e-219
5.00450709e-02  2.03717658e+00  7.15587470e-01  3.39067094e-220  1.32810646e-219
5.00450709e-02  2.03717658e+00  7.40594041e-01  2.75266741e-220  1.07717431e-219
5.00450709e-02  2.03717658e+00  7.66181457e-01  2.13321634e-220  8.34348437e-220
5.00450709e-02  2.03717658e+00  7.92358148e-01  1.56343545e-220  6.11506593e-220
5.00450709e-02  2.03717658e+00  8.19132550e-01  1.07173980e-220  4.19453342e-220
5.00450709e-02  2.03717658e+00  8.46513092e-01  6.78241079e-221  2.65800268e-220
5.00450709e-02  2.03717658e+00  8.74508182e-01  3.90171930e-221  1.53232578e-220
5.00450709e-02  2.03717658e+00  9.03126201e-01  2.00352494e-221  7.89235640e-221
5.00450709e-02  2.03717658e+00  9.32375486e-01  8.98850721e-222  3.55516180e-221
5.00450709e-02  2.03717658e+00  9.62264322e-01  3.43549023e-222  1.36589388e-221
5.00450709e-02  2.03717658e+00  9.92800924e-01  1.08605969e-222  4.34602420e-222
5.00450709e-02  2.03717658e+00  1.02399343e+00  2.74305054e-223  1.10636125e-222
5.00450709e-02  2.03717658e+00  1.05584988e+00  5.31527313e-224  2.16417342e-223
5.00450709e-02  2.03717658e+00  1.08837820e+00  7.53648855e-225  3.10302116e-224
5.00450709e-02  2.03717658e+00  1.12158621e+00  7.39925753e-226  3.08651889e-225
5.00450709e-02  2.03717658e+00  1.15548156e+00  4.71700101e-227  1.99756018e-226
5.00450709e-02  2.03717658e+00  1.19007178e+00  1.81195072e-228  7.80719117e-228
5.00450709e-02  2.03717658e+00  1.22536418e+00  3.84550181e-230  1.68986097e-229
5.00450709e-02  2.03717658e+00  1.26136593e+00  4.07770293e-232  1.83218877e-231
5.00450709e-02  2.03717658e+00  1.29808395e+00  1.92305760e-234  8.85889245e-234
5.00450709e-02  2.03717658e+00  1.33552494e+00  3.52595215e-237  1.67006854e-236
5.00450709e-02  2.03717658e+00  1.37369538e+00  2.15215478e-240  1.05121831e-239
5.00450709e-02  2.03717658e+00  1.41260145e+00  3.65708371e-244  1.84775602e-243
5.00450709e-02  2.03717658e+00  1.45224905e+00  1.40841849e-248  7.38376584e-248
5.00450709e-02  2.03717658e+00  1.49264379e+00  9.70626410e-254  5.29627037e-253
5.00450709e-02  2.03717658e+00  1.53379093e+00  9.12858170e-260  5.19972299e-259
5.00450709e-02  2.03717658e+00  1.57569538e+00  8.59010170e-267  5.12181469e-266
5.00450709e-02  2.03717658e+00  1.61836169e+00  5.67159412e-275  3.54821647e-274
5.00450709e-02  2.03717658e+00  1.66179401e+00  1.75200376e-284  1.15216663e-283
5.00450709e-02  2.03717658e+00  1.70599606e+00  1.59530244e-295  1.10400322e-294
5.00450709e-02  2.03717658e+00  1.75097112e+00  2.53053492e-308  1.84304076e-307
