# weight[i] (1/Å)  momenta[i] (1/Å)  momenta[j] (1/Å)  v_0[i, j] (K•Å^3)  v_1[i, j] (K•Å^3)
5.57037176e-03  5.67309936e-02  3.45086899e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  3.51786092e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  3.58534912e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  3.65330888e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  3.72171435e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  3.79053852e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  3.85975325e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  3.92932926e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  3.99923609e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  4.06944220e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  4.13991487e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  4.21062029e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  4.28152355e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  4.35258862e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  4.42377844e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  4.49505486e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  4.56637873e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  4.63770986e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  4.70900714e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  4.78022846e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  4.85133084e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  4.92227040e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  4.99300245e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  5.06348148e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  5.13366124e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  5.20349479e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  5.27293452e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  5.34193223e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  5.41043916e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  5.47840609e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  5.54578334e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  5.61252087e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  5.67856833e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  5.74387515e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  5.80839057e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  5.87206372e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  5.93484371e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  5.99667970e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.05752095e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.11731691e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.17601730e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.23357219e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.28993205e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.34504788e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.39887124e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.45135434e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.50245015e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.55211244e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.60029586e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.64695607e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.69204974e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.73553470e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.77736994e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.81751576e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.85593377e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.89258703e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.92744006e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.96045893e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  6.99161132e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  7.02086659e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  7.04819582e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  7.07357188e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  7.09696947e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  7.11836518e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  7.13773752e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  7.15506699e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  7.17033609e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  7.18352935e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  7.19463339e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  7.20363693e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  7.21053085e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  7.21530824e+00  0.00000000e+00  0.00000000e+00
5.57037176e-03  5.67309936e-02  7.21796529e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  7.57581346e-05  -4.46615748e+01  7.26040753e-03
5.86012473e-03  6.24459958e-02  3.99209215e-04  -4.46615364e+01  7.26069357e-03
5.86012473e-03  6.24459958e-02  9.81302541e-04  -4.46613357e+01  7.26218975e-03
5.86012473e-03  6.24459958e-02  1.82247587e-03  -4.46607465e+01  7.26658092e-03
5.86012473e-03  6.24459958e-02  2.92319076e-03  -4.46594417e+01  7.27630667e-03
5.86012473e-03  6.24459958e-02  4.28403402e-03  -4.46569919e+01  7.29456779e-03
5.86012473e-03  6.24459958e-02  5.90572739e-03  -4.46528650e+01  7.32533470e-03
5.86012473e-03  6.24459958e-02  7.78912938e-03  -4.46464246e+01  7.37335797e-03
5.86012473e-03  6.24459958e-02  9.93523601e-03  -4.46369293e+01  7.44418078e-03
5.86012473e-03  6.24459958e-02  1.23451811e-02  -4.46235316e+01  7.54415353e-03
5.86012473e-03  6.24459958e-02  1.50202366e-02  -4.46052768e+01  7.68045044e-03
5.86012473e-03  6.24459958e-02  1.79618127e-02  -4.45811026e+01  7.86108835e-03
5.86012473e-03  6.24459958e-02  2.11714584e-02  -4.45498389e+01  8.09494753e-03
5.86012473e-03  6.24459958e-02  2.46508616e-02  -4.45102085e+01  8.39179475e-03
5.86012473e-03  6.24459958e-02  2.84018493e-02  -4.44608287e+01  8.76230853e-03
5.86012473e-03  6.24459958e-02  3.24263883e-02  -4.44002143e+01  9.21810662e-03
5.86012473e-03  6.24459958e-02  3.67265850e-02  -4.43267818e+01  9.77177570e-03
5.86012473e-03  6.24459958e-02  4.13046861e-02  -4.42388563e+01  1.04369035e-02
5.86012473e-03  6.24459958e-02  4.61630789e-02  -4.41346796e+01  1.12281132e-02
5.86012473e-03  6.24459958e-02  5.13042916e-02  -4.40124217e+01  1.21611003e-02
5.86012473e-03  6.24459958e-02  5.67309936e-02  -4.38701945e+01  1.32526717e-02
5.86012473e-03  6.24459958e-02  6.24459958e-02  -4.37060664e+01  1.45207876e-02
5.86012473e-03  6.24459958e-02  6.84522510e-02  -4.35180804e+01  1.59846058e-02
5.86012473e-03  6.24459958e-02  7.47528545e-02  -4.33042703e+01  1.76645281e-02
5.86012473e-03  6.24459958e-02  8.13510438e-02  -4.30626782e+01  1.95822496e-02
5.86012473e-03  6.24459958e-02  8.82501993e-02  -4.27913688e+01  2.17608102e-02
5.86012473e-03  6.24459958e-02  9.54538446e-02  -4.24884419e+01  2.42246484e-02
5.86012473e-03  6.24459958e-02  1.02965647e-01  -4.21520432e+01  2.69996569e-02
5.86012473e-03  6.24459958e-02  1.10789416e-01  -4.17803736e+01  3.01132397e-02
5.86012473e-03  6.24459958e-02  1.18929106e-01  -4.13716992e+01  3.35943706e-02
5.86012473e-03  6.24459958e-02  1.27388816e-01  -4.09243635e+01  3.74736506e-02
5.86012473e-03  6.24459958e-02  1.36172786e-01  -4.04368018e+01  4.17833650e-02
5.86012473e-03  6.24459958e-02  1.45285403e-01  -3.99075559e+01  4.65575358e-02
5.86012473e-03  6.24459958e-02  1.54731196e-01  -3.93352879e+01  5.18319684e-02
5.86012473e-03  6.24459958e-02  1.64514838e-01  -3.87187916e+01  5.76442867e-02
5.86012473e-03  6.24459958e-02  1.74641147e-01  -3.80570008e+01  6.40339525e-02
5.86012473e-03  6.24459958e-02  1.85115081e-01  -3.73489977e+01  7.10422594e-02
5.86012473e-03  6.24459958e-02  1.95941744e-01  -3.65940220e+01  7.87122909e-02
5.86012473e-03  6.24459958e-02  2.07126381e-01  -3.57914813e+01  8.70888278e-02
5.86012473e-03  6.24459958e-02  2.18674379e-01  -3.49409577e+01  9.62181824e-02
5.86012473e-03  6.24459958e-02  2.30591266e-01  -3.40422115e+01  1.06147934e-01
5.86012473e-03  6.24459958e-02  2.42882711e-01  -3.30951830e+01  1.16926529e-01
5.86012473e-03  6.24459958e-02  2.55554521e-01  -3.20999956e+01  1.28602687e-01
5.86012473e-03  6.24459958e-02  2.68612641e-01  -3.10569619e+01  1.41224568e-01
5.86012473e-03  6.24459958e-02  2.82063156e-01  -2.99665891e+01  1.54838593e-01
5.86012473e-03  6.24459958e-02  2.95912282e-01  -2.88295843e+01  1.69487826e-01
5.86012473e-03  6.24459958e-02  3.10166373e-01  -2.76468653e+01  1.85209766e-01
5.86012473e-03  6.24459958e-02  3.24831913e-01  -2.64195824e+01  2.02033387e-01
5.86012473e-03  6.24459958e-02  3.39915516e-01  -2.51491503e+01  2.19975194e-01
5.86012473e-03  6.24459958e-02  3.55423925e-01  -2.38372924e+01  2.39034044e-01
5.86012473e-03  6.24459958e-02  3.71364009e-01  -2.24861047e+01  2.59184420e-01
5.86012473e-03  6.24459958e-02  3.87742758e-01  -2.10981494e+01  2.80367800e-01
5.86012473e-03  6.24459958e-02  4.04567283e-01  -1.96765796e+01  3.02481777e-01
5.86012473e-03  6.24459958e-02  4.21844814e-01  -1.82252972e+01  3.25366558e-01
5.86012473e-03  6.24459958e-02  4.39582692e-01  -1.67491566e+01  3.48788620e-01
5.86012473e-03  6.24459958e-02  4.57788368e-01  -1.52542150e+01  3.72421489e-01
5.86012473e-03  6.24459958e-02  4.76469401e-01  -1.37480195e+01  3.95824048e-01
5.86012473e-03  6.24459958e-02  4.95633450e-01  -1.22399256e+01  4.18417498e-01
5.86012473e-03  6.24459958e-02  5.15288272e-01  -1.07414236e+01  4.39463220e-01
5.86012473e-03  6.24459958e-02  5.35441716e-01  -9.26642356e+00  4.58045406e-01
5.86012473e-03  6.24459958e-02  5.56101718e-01  -7.83143604e+00  4.73064551e-01
5.86012473e-03  6.24459958e-02  5.77276294e-01  -6.45555537e+00  4.83250555e-01
5.86012473e-03  6.24459958e-02  5.98973539e-01  -5.16011668e+00  4.87206935e-01
5.86012473e-03  6.24459958e-02  6.21201613e-01  -3.96789291e+00  4.83499508e-01
5.86012473e-03  6.24459958e-02  6.43968741e-01  -2.90170100e+00  4.70802225e-01
5.86012473e-03  6.24459958e-02  6.67283202e-01  -1.98234373e+00  4.48106955e-01
5.86012473e-03  6.24459958e-02  6.91153323e-01  -1.22595511e+00  4.14989890e-01
5.86012473e-03  6.24459958e-02  7.15587470e-01  -6.41025353e-01  3.71902458e-01
5.86012473e-03  6.24459958e-02  7.40594041e-01  -2.25673405e-01  3.20420460e-01
5.86012473e-03  6.24459958e-02  7.66181457e-01  3.40016144e-02  2.63350443e-01
5.86012473e-03  6.24459958e-02  7.92358148e-01  1.63568084e-01  2.04577094e-01
5.86012473e-03  6.24459958e-02  8.19132550e-01  1.97266521e-01  1.48568982e-01
5.86012473e-03  6.24459958e-02  8.46513092e-01  1.72512377e-01  9.95657867e-02
5.86012473e-03  6.24459958e-02  8.74508182e-01  1.23165719e-01  6.06372828e-02
5.86012473e-03  6.24459958e-02  9.03126201e-01  7.37849052e-02  3.29575437e-02
5.86012473e-03  6.24459958e-02  9.32375486e-01  3.70779797e-02  1.56492851e-02
5.86012473e-03  6.24459958e-02  9.62264322e-01  1.54171913e-02  6.33094149e-03
5.86012473e-03  6.24459958e-02  9.92800924e-01  5.18610699e-03  2.11880333e-03
5.86012473e-03  6.24459958e-02  1.02399343e+00  1.36955374e-03  5.66728839e-04
5.86012473e-03  6.24459958e-02  1.05584988e+00  2.73532749e-04  1.16354908e-04
5.86012473e-03  6.24459958e-02  1.08837820e+00  3.94994941e-05  1.74915348e-05
5.86012473e-03  6.24459958e-02  1.12158621e+00  3.90954766e-06  1.82221993e-06
5.86012473e-03  6.24459958e-02  1.15548156e+00  2.49065016e-07  1.23384482e-07
5.86012473e-03  6.24459958e-02  1.19007178e+00  9.48854684e-09  5.03995425e-09
5.86012473e-03  6.24459958e-02  1.22536418e+00  1.98399978e-10  1.13893378e-10
5.86012473e-03  6.24459958e-02  1.26136593e+00  2.06085656e-12  1.28789523e-12
5.86012473e-03  6.24459958e-02  1.29808395e+00  9.47375897e-15  6.48787359e-15
5.86012473e-03  6.24459958e-02  1.33552494e+00  1.68610164e-17  1.27298307e-17
5.86012473e-03  6.24459958e-02  1.37369538e+00  9.95523461e-21  8.33110403e-21
5.86012473e-03  6.24459958e-02  1.41260145e+00  1.63187338e-24  1.52102004e-24
5.86012473e-03  6.24459958e-02  1.45224905e+00  6.05019430e-29  6.30684220e-29
5.86012473e-03  6.24459958e-02  1.49264379e+00  4.00866451e-34  4.68937526e-34
5.86012473e-03  6.24459958e-02  1.53379093e+00  3.62240355e-40  4.76768064e-40
5.86012473e-03  6.24459958e-02  1.57569538e+00  3.27552446e-47  4.85857369e-47
5.86012473e-03  6.24459958e-02  1.61836169e+00  2.07975494e-55  3.47883426e-55
5.86012473e-03  6.24459958e-02  1.66179401e+00  6.18677021e-65  1.16644287e-64
5.86012473e-03  6.24459958e-02  1.70599606e+00  5.43502983e-76  1.15301332e-75
5.86012473e-03  6.24459958e-02  1.75097112e+00  8.33572384e-89  1.98386305e-88
5.86012473e-03  6.24459958e-02  1.79672201e+00  1.22763124e-103  3.26380116e-103
5.86012473e-03  6.24459958e-02  1.84325105e+00  8.80546580e-121  2.60091194e-120
5.86012473e-03  6.24459958e-02  1.89056004e+00  1.42462445e-140  4.64478192e-140
5.86012473e-03  6.24459958e-02  1.93865027e+00  2.17492259e-163  7.76995071e-163
5.86012473e-03  6.24459958e-02  1.98752241e+00  1.17000249e-189  4.54424222e-189
5.86012473e-03  6.24459958e-02  2.03717658e+00  7.29740830e-220  3.05670579e-219
5.86012473e-03  6.24459958e-02  2.08761228e+00  1.50839760e-254  6.76066869e-254
5.86012473e-03  6.24459958e-02  2.13882833e+00  2.52669268e-294  1.20281196e-293
5.86012473e-03  6.24459958e-02  2.19082292e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  2.24359353e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  2.29713692e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  2.35144909e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  2.40652530e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  2.46235997e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  2.51894673e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  2.57627835e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  2.63434673e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  2.69314287e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  2.75265686e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  2.81287783e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  2.87379397e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  2.93539248e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  2.99765954e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  3.06058031e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  3.12413893e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  3.18831845e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  3.25310087e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  3.31846709e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  3.38439690e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  3.45086899e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  3.51786092e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  3.58534912e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  3.65330888e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  3.72171435e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  3.79053852e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  3.85975325e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  3.92932926e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  3.99923609e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  4.06944220e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  4.13991487e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  4.21062029e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  4.28152355e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  4.35258862e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  4.42377844e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  4.49505486e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  4.56637873e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  4.63770986e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  4.70900714e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  4.78022846e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  4.85133084e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  4.92227040e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  4.99300245e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  5.06348148e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  5.13366124e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  5.20349479e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  5.27293452e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  5.34193223e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  5.41043916e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  5.47840609e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  5.54578334e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  5.61252087e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  5.67856833e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  5.74387515e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  5.80839057e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  5.87206372e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  5.93484371e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  5.99667970e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.05752095e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.11731691e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.17601730e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.23357219e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.28993205e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.34504788e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.39887124e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.45135434e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.50245015e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.55211244e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.60029586e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.64695607e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.69204974e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.73553470e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.77736994e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.81751576e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.85593377e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.89258703e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.92744006e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.96045893e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  6.99161132e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  7.02086659e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  7.04819582e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  7.07357188e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  7.09696947e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  7.11836518e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  7.13773752e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  7.15506699e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  7.17033609e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  7.18352935e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  7.19463339e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  7.20363693e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  7.21053085e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  7.21530824e+00  0.00000000e+00  0.00000000e+00
5.86012473e-03  6.24459958e-02  7.21796529e+00  0.00000000e+00  0.00000000e+00
6.15290164e-03  6.84522510e-02  7.57581346e-05  -4.44559491e+01  8.72422857e-03
6.15290164e-03  6.84522510e-02  3.99209215e-04  -4.44559115e+01  8.72451461e-03
6.15290164e-03  6.84522510e-02  9.81302541e-04  -4.44557147e+01  8.72601079e-03
6.15290164e-03  6.84522510e-02  1.82247587e-03  -4.44551372e+01  8.73040196e-03
6.15290164e-03  6.84522510e-02  2.92319076e-03  -4.44538583e+01  8.74012771e-03
6.15290164e-03  6.84522510e-02  4.28403402e-03  -4.44514571e+01  8.75838882e-03
6.15290164e-03  6.84522510e-02  5.90572739e-03  -4.44474119e+01  8.78915573e-03
6.15290164e-03  6.84522510e-02  7.78912938e-03  -4.44410992e+01  8.83717898e-03
6.15290164e-03  6.84522510e-02  9.93523601e-03  -4.44317920e+01  8.90800177e-03
6.15290164e-03  6.84522510e-02  1.23451811e-02  -4.44186595e+01  9.00797448e-03
6.15290164e-03  6.84522510e-02  1.50202366e-02  -4.44007657e+01  9.14427136e-03
6.15290164e-03  6.84522510e-02  1.79618127e-02  -4.43770686e+01  9.32490921e-03
6.15290164e-03  6.84522510e-02  2.11714584e-02  -4.43464203e+01  9.55876831e-03
6.15290164e-03  6.84522510e-02  2.46508616e-02  -4.43075672e+01  9.85561544e-03
6.15290164e-03  6.84522510e-02  2.84018493e-02  -4.42591508e+01  1.02261291e-02
6.15290164e-03  6.84522510e-02  3.24263883e-02  -4.41997102e+01  1.06819270e-02
6.15290164e-03  6.84522510e-02  3.67265850e-02  -4.41276854e+01  1.12355959e-02
6.15290164e-03  6.84522510e-02  4.13046861e-02  -4.40414222e+01  1.19007235e-02
6.15290164e-03  6.84522510e-02  4.61630789e-02  -4.39391797e+01  1.26919329e-02
6.15290164e-03  6.84522510e-02  5.13042916e-02  -4.38191394e+01  1.36249196e-02
6.15290164e-03  6.84522510e-02  5.67309936e-02  -4.36794177e+01  1.47164905e-02
6.15290164e-03  6.84522510e-02  6.24459958e-02  -4.35180804e+01  1.59846058e-02
6.15290164e-03  6.84522510e-02  6.84522510e-02  -4.33331595e+01  1.74484231e-02
6.15290164e-03  6.84522510e-02  7.47528545e-02  -4.31226722e+01  1.91283441e-02
6.15290164e-03  6.84522510e-02  8.13510438e-02  -4.28846395e+01  2.10460638e-02
6.15290164e-03  6.84522510e-02  8.82501993e-02  -4.26171041e+01  2.32246219e-02
6.15290164e-03  6.84522510e-02  9.54538446e-02  -4.23181456e+01  2.56884564e-02
6.15290164e-03  6.84522510e-02  1.02965647e-01  -4.19858922e+01  2.84634595e-02
6.15290164e-03  6.84522510e-02  1.10789416e-01  -4.16185312e+01  3.15770346e-02
6.15290164e-03  6.84522510e-02  1.18929106e-01  -4.12143168e+01  3.50581543e-02
6.15290164e-03  6.84522510e-02  1.27388816e-01  -4.07715813e+01  3.89374182e-02
6.15290164e-03  6.84522510e-02  1.36172786e-01  -4.02887474e+01  4.32471095e-02
6.15290164e-03  6.84522510e-02  1.45285403e-01  -3.97643438e+01  4.80212475e-02
6.15290164e-03  6.84522510e-02  1.54731196e-01  -3.91970202e+01  5.32956337e-02
