8.624715377417341289e-01 -1.658314003432950869e+02 -6.669371365354669123e+00
8.687036600691171451e-01 -2.045764683970728868e+02 -7.834751037841126475e+00
8.750265031645568792e-01 -2.543415286649852476e+02 -9.426545738000015717e+00
8.814420624800763937e-01 -3.213648254069701125e+02 -1.169561010000000678e+01
9.291276041666666208e-01 1.340793602769122344e+03 6.439592774952538434e+01
9.363642905519810045e-01 8.568788963466028008e+02 4.612703122000004896e+01
9.982398897058823994e-01 2.327417257464679778e+02 -3.638941108303997396e+01
1.020756578947368265e+00 1.852732323092076001e+02 -1.173990068626046934e+01
1.044312499999999977e+00 1.514813322019831787e+02 -6.157143699769366485e+00
1.068981299212598435e+00 1.255823351228341807e+02 -3.895890314745600769e+00
1.094843750000000115e+00 1.046695409247344770e+02 -2.746090383357184805e+00
1.121988636363636216e+00 8.711348515895394939e+01 -2.083031606646166711e+00
1.150513771186440604e+00 7.192021990152812805e+01 -1.670966454792363498e+00
1.180527173913043404e+00 5.843905326290328617e+01 -1.403214629397163238e+00
1.212148437500000009e+00 4.621446645568295963e+01 -1.225738458850252677e+00
1.245510321100917528e+00 3.490388216323957948e+01 -1.109322804515646244e+00
1.280760613207547083e+00 2.422682079299492486e+01 -1.038674750288291815e+00
1.318064320388349753e+00 1.316307192023053929e+01 1.000000000000000021e-03
1.357606249999999903e+00 2.987425444587932244e+00 -5.185911900000002295e-02
1.399594072164948688e+00 -7.445880998846372556e+00 -6.049897500000001732e-02
1.444261968085106318e+00 -1.852994063374524103e+01 -6.649887500000001284e-02
1.491875000000000062e+00 -3.103885272281849339e+01 5.499910000000005073e-02
1.542734374999999769e+00 -4.421768411885262395e+01 -1.502794377068670473e+00
1.597183823529411795e+00 -6.302066491340500676e+01 -1.907711335748597303e+00
1.655617378048780619e+00 -9.096887185686007626e+01 -2.658664606685748666e+00
1.718488924050632916e+00 -1.425347292681422289e+02 -4.311179393145599725e+00
1.786324013157894797e+00 -2.918300012997722774e+02 -9.761722187139632467e+00
1.810794859201047657e+00 -4.496406537660309937e+02 -1.581433928202666372e+01
1.838486535904255259e+00 -1.118510358614860934e+03 -4.196606010933336250e+01
1.859734589041095898e+00 8.800776908855674264e+03 3.489713613504559930e+02
1.939437499999999925e+00 2.564243154085751826e+02 1.304723017684744590e+01
2.026277985074626642e+00 1.209162161897889831e+02 8.717325571669070072e+00
2.121259765625000071e+00 7.290590050744302175e+01 8.579343306993919782e+00
2.225584016393442610e+00 4.739604460348206771e+01 1.172632097260877337e+01
2.340700431034482776e+00 2.989810034940917660e+01 4.650453770545453835e+00
2.468374999999999986e+00 1.818446097705178843e+01 3.627198668360726241e+00
2.610781250000000053e+00 9.302939868416256530e+00 2.294614163185453748e+00
2.770624999999999893e+00 2.049858266691126030e+00 1.940375758225197922e+00
