1.310732026168728480e+05 -6.516520084883213215e+00 9.999999999962577135e+01 7.748501752824403788e+00
1.313732697746394260e+05 -5.011449337244914659e+01 1.000000000013681358e+02 7.748290082452602867e+00
1.316722912998973625e+05 -9.371246666001508174e+01 9.999999999977028153e+01 7.748076677845344484e+00
1.319702671925767791e+05 -1.373104399475810169e+02 9.999999999989952926e+01 7.747861500074512797e+00
1.322671974528618448e+05 -1.809084132351469520e+02 1.000000000019805810e+02 7.747644560901885136e+00
1.325630820805632393e+05 -2.245063865227128588e+02 9.999999999964688868e+01 7.747425809030985100e+00
1.328579210757935944e+05 -2.681043598102788224e+02 1.000000000014358221e+02 7.747205235379854393e+00
1.331517144385199063e+05 -3.117023330978447007e+02 9.999999999939633710e+01 7.746982817819926481e+00
1.334444621686966857e+05 -3.553003063854106358e+02 9.999999999971439024e+01 7.746758518981186725e+00
1.337361642663908424e+05 -3.988982796729765710e+02 1.000000000008367920e+02 7.746532329009138351e+00
1.340268207316301996e+05 -4.424962529605424493e+02 1.000000000012783801e+02 7.746304230824099690e+00
1.343164315643686568e+05 -4.860942262481084413e+02 9.999999999997586997e+01 7.746074192557948379e+00
1.346049967644943390e+05 -5.296921995356743764e+02 9.999999999680326823e+01 7.745842166910027693e+00
1.348925163322734879e+05 -5.732901728232402547e+02 9.999999999970756903e+01 7.745608173897437609e+00
1.351789902674193436e+05 -6.168881461108062467e+02 9.999999999936937911e+01 7.745372139709608028e+00
1.354644185701161623e+05 -6.604861193983721250e+02 9.999999999977693221e+01 7.745134070630367518e+00
1.357488012402911845e+05 -7.040840926859381170e+02 9.999999999988837374e+01 7.744893926929619532e+00
1.360321382779585547e+05 -7.476820659735041090e+02 1.000000000016234054e+02 7.744651682450448327e+00
1.363144296831164684e+05 -7.912800392610698736e+02 1.000000000004974510e+02 7.744407313368777857e+00
1.365956754558080283e+05 -8.348780125486358656e+02 9.999999999935637618e+01 7.744160797580230238e+00
1.368758755959592527e+05 -8.784759858362017440e+02 9.999999999801104877e+01 7.743912091639570505e+00
1.371550301036110031e+05 -9.220739591237677359e+02 9.999999999997852740e+01 7.743661171997232806e+00
1.374331389787447406e+05 -9.656719324113337279e+02 9.999999999977002574e+01 7.743408009914789503e+00
1.377102022213704768e+05 -1.009269905698899606e+03 1.000000000031369609e+02 7.743152571846649401e+00
1.379862198315900459e+05 -1.052867878986465712e+03 9.999999999947992535e+01 7.742894858899060928e+00
1.382611918092200940e+05 -1.096465852274031704e+03 9.999999999990608046e+01 7.742634790860076777e+00
1.385351181543492421e+05 -1.140063825561597469e+03 1.000000000002588223e+02 7.742372358039484759e+00
1.388079988670006569e+05 -1.183661798849163461e+03 9.999999999968567010e+01 7.742107534179936579e+00
1.390798339471206709e+05 -1.227259772136729453e+03 9.999999999962507502e+01 7.741840273687663476e+00
1.393506233947458968e+05 -1.270857745424295217e+03 9.999999999967261033e+01 7.741570550902816983e+00
1.396203672098532552e+05 -1.314455718711861209e+03 9.999999999996556710e+01 7.741298326544755248e+00
1.398890653924600338e+05 -1.358053691999427201e+03 1.000000000008344045e+02 7.741023569339421151e+00
1.401567179425430659e+05 -1.401651665286993193e+03 9.999999999846276921e+01 7.740746242129543653e+00
1.404233248601782834e+05 -1.445249638574558958e+03 1.000000000027231266e+02 7.740466317389246065e+00
1.406888861452800920e+05 -1.488847611862125177e+03 9.999999999857813293e+01 7.740183751964312187e+00
1.409534017978866759e+05 -1.532445585149690942e+03 1.000000000002221157e+02 7.739898504720484240e+00
1.412168718179804564e+05 -1.576043558437256706e+03 1.000000000006063345e+02 7.739610539304953463e+00
1.414792962055760145e+05 -1.619641531724822926e+03 1.000000000002743832e+02 7.739319820008653039e+00
1.417406749606378144e+05 -1.663239505012388690e+03 1.000000000021081377e+02 7.739026296159021712e+00
1.420010080831987434e+05 -1.706837478299954682e+03 1.000000000016308519e+02 7.738729938661945695e+00
1.422602955732985574e+05 -1.750435451587520447e+03 9.999999999991817390e+01 7.738430715849720976e+00
1.425185374309070467e+05 -1.794033424875086439e+03 1.000000000007956515e+02 7.738128574480033883e+00
1.427757336559678952e+05 -1.837631398162652431e+03 1.000000000015361081e+02 7.737823459961685302e+00
1.430318842484849156e+05 -1.881229371450218196e+03 1.000000000011453665e+02 7.737515330827234195e+00
1.432869892085750762e+05 -1.924827344737784415e+03 9.999999999975852916e+01 7.737204171788720330e+00
1.435410485361012397e+05 -1.968425318025350180e+03 1.000000000002710152e+02 7.736889899686336669e+00
1.437940622311783081e+05 -2.012023291312916172e+03 9.999999999880279233e+01 7.736572501743267161e+00
1.440460302937163506e+05 -2.055621264600482391e+03 1.000000000006070593e+02 7.736251902026324956e+00
1.442969527237548318e+05 -2.099219237888048156e+03 9.999999999823661767e+01 7.735928069811908614e+00
1.445468295213298115e+05 -2.142817211175613920e+03 1.000000000016841426e+02 7.735600956845855691e+00
1.447956606863327033e+05 -2.186415184463180140e+03 9.999999999970276576e+01 7.735270493004813730e+00
1.450434462188293692e+05 -2.230013157750745449e+03 9.999999999782166071e+01 7.734936640438885291e+00
1.452901861188517069e+05 -2.273611131038311669e+03 9.999999999994624034e+01 7.734599351741213269e+00
1.455358803864258225e+05 -2.317209104325877888e+03 1.000000000043110759e+02 7.734258583277744847e+00
1.457805290214038396e+05 -2.360807077613443198e+03 9.999999999959344166e+01 7.733914248701904803e+00
1.460241320238948101e+05 -2.404405050901009417e+03 1.000000000008803482e+02 7.733566309663606475e+00
1.462666893939132569e+05 -2.448003024188575637e+03 9.999999999983808152e+01 7.733214721421941107e+00
1.465082011314270494e+05 -2.491600997476141401e+03 1.000000000011630021e+02 7.732859412613301231e+00
1.467486672363969556e+05 -2.535198970763707166e+03 1.000000000012250041e+02 7.732500315559555304e+00
1.469880877089204732e+05 -2.578796944051273385e+03 1.000000000027981031e+02 7.732137396192292123e+00
1.472264625488752790e+05 -2.622394917338839150e+03 9.999999999965740471e+01 7.731770562138423841e+00
1.474637917563858500e+05 -2.665992890626404915e+03 9.999999999997093880e+01 7.731399780244101017e+00
1.477000753313837631e+05 -2.709590863913971134e+03 1.000000000005842224e+02 7.731024968424650368e+00
1.479353132738182612e+05 -2.753188837201536899e+03 1.000000000010309407e+02 7.730646045672612487e+00
1.481695055838172848e+05 -2.796786810489103118e+03 9.999999999999033662e+01 7.730262985420911725e+00
1.484026522612363624e+05 -2.840384783776668883e+03 9.999999999844170873e+01 7.729875672793350638e+00
1.486347533062180737e+05 -2.883982757064234647e+03 9.999999999784422755e+01 7.729484081226958736e+00
1.488658087186764460e+05 -2.927580730351800867e+03 1.000000000012922783e+02 7.729088109169915732e+00
1.490958184986329579e+05 -2.971178703639366631e+03 1.000000000003559109e+02 7.728687697566467563e+00
1.493247826460918004e+05 -3.014776676926932396e+03 9.999999999858121669e+01 7.728282769536898300e+00
1.495527011610293412e+05 -3.058374650214498615e+03 9.999999999999779732e+01 7.727873236794551737e+00
1.497795740434920299e+05 -3.101972623502064835e+03 1.000000000020963569e+02 7.727459038968741645e+00
1.500054012934336497e+05 -3.145570596789630144e+03 1.000000000038556180e+02 7.727040080877864092e+00
1.502301829108430247e+05 -3.189168570077196364e+03 1.000000000008490133e+02 7.726616280604622133e+00
1.504539188957718434e+05 -3.232766543364762583e+03 9.999999999983515409e+01 7.726187565597940399e+00
1.506766092481727246e+05 -3.276364516652327893e+03 1.000000000000536886e+02 7.725753834294319944e+00
1.508982539681172639e+05 -3.319962489939894112e+03 9.999999999749501001e+01 7.725315027522268174e+00
1.511188530555391335e+05 -3.363560463227460332e+03 9.999999999917480409e+01 7.724871025694784343e+00
1.513384065104021574e+05 -3.407158436515026096e+03 9.999999999853302768e+01 7.724421728717294044e+00
1.515569143328139908e+05 -3.450756409802591861e+03 9.999999999751962321e+01 7.723967080079424896e+00
1.517743765227545227e+05 -3.494354383090157626e+03 9.999999999998074429e+01 7.723506972707546936e+00
1.519907930801366456e+05 -3.537952356377723845e+03 1.000000000000322444e+02 7.723041280225230842e+00
1.522061640050154238e+05 -3.581550329665289610e+03 1.000000000013387762e+02 7.722569918655811883e+00
1.524204892973987153e+05 -3.625148302952855374e+03 1.000000000022809843e+02 7.722092788447183942e+00
1.526337689572811942e+05 -3.668746276240421594e+03 9.999999999980759924e+01 7.721609784140914812e+00
1.528460029846563411e+05 -3.712344249527987813e+03 1.000000000035632013e+02 7.721120785726989233e+00
1.530571913795173459e+05 -3.755942222815553123e+03 1.000000000016842563e+02 7.720625689041261452e+00
1.532673341418865311e+05 -3.799540196103119342e+03 1.000000000028630751e+02 7.720124381262860602e+00
1.534764312717754219e+05 -3.843138169390685562e+03 9.999999999809082851e+01 7.719616757875365387e+00
1.536844827691372484e+05 -3.886736142678250872e+03 1.000000000000792255e+02 7.719102667881779567e+00
