1.00000000e-04	2.49999829e-01+0.00000000e+00j
1.20679264e-04	2.49999751e-01+0.00000000e+00j
1.45634848e-04	2.49999638e-01+0.00000000e+00j
1.75751062e-04	2.49999473e-01+0.00000000e+00j
2.12095089e-04	2.49999232e-01+0.00000000e+00j
2.55954792e-04	2.49998882e-01+0.00000000e+00j
3.08884360e-04	2.49998372e-01+0.00000000e+00j
3.72759372e-04	2.49997629e-01+0.00000000e+00j
4.49843267e-04	2.49996546e-01+0.00000000e+00j
5.42867544e-04	2.49994970e-01+0.00000000e+00j
6.55128557e-04	2.49992675e-01+0.00000000e+00j
7.90604321e-04	2.49989332e-01+0.00000000e+00j
9.54095476e-04	2.49984464e-01+0.00000000e+00j
1.15139540e-03	2.49977375e-01+0.00000000e+00j
1.38949549e-03	2.49967049e-01+0.00000000e+00j
1.67683294e-03	2.49952012e-01+0.00000000e+00j
2.02358965e-03	2.49930113e-01+0.00000000e+00j
2.44205309e-03	2.49898221e-01+0.00000000e+00j
2.94705170e-03	2.49851774e-01+0.00000000e+00j
3.55648031e-03	2.49784131e-01+0.00000000e+00j
4.29193426e-03	2.49685620e-01+0.00000000e+00j
5.17947468e-03	2.49542152e-01+0.00000000e+00j
6.25055193e-03	2.49333212e-01+0.00000000e+00j
7.54312006e-03	2.49028921e-01+0.00000000e+00j
9.10298178e-03	2.48585758e-01+0.00000000e+00j
1.09854114e-02	2.47940336e-01+0.00000000e+00j
1.32571137e-02	2.47000309e-01+0.00000000e+00j
1.59985872e-02	2.45631096e-01+0.00000000e+00j
1.93069773e-02	2.43636416e-01+0.00000000e+00j
2.32995181e-02	2.40729547e-01+0.00000000e+00j
2.81176870e-02	2.36490224e-01+0.00000000e+00j
3.39322177e-02	2.30298011e-01+0.00000000e+00j
4.09491506e-02	2.21222906e-01+0.00000000e+00j
4.94171336e-02	2.07824908e-01+0.00000000e+00j
5.96362332e-02	1.87713172e-01+0.00000000e+00j
7.19685673e-02	1.56250691e-01+0.00000000e+00j
8.68511374e-02	9.99498423e-02+0.00000000e+00j
1.04811313e-01	0.00000000e+00+9.37847377e-02j
1.26485522e-01	0.00000000e+00+1.80728261e-01j
1.52641797e-01	0.00000000e+00+2.49477165e-01j
1.84206997e-01	0.00000000e+00+3.13094473e-01j
2.22299648e-01	0.00000000e+00+3.74713164e-01j
2.68269580e-01	0.00000000e+00+4.35499930e-01j
3.23745754e-01	0.00000000e+00+4.95968096e-01j
3.90693994e-01	0.00000000e+00+5.56375492e-01j
4.71486636e-01	0.00000000e+00+6.16880026e-01j
5.68986603e-01	0.00000000e+00+6.77611214e-01j
6.86648845e-01	0.00000000e+00+7.38709365e-01j
8.28642773e-01	0.00000000e+00+8.00352913e-01j
1.00000000e+00	0.00000000e+00+8.62782852e-01j
1.10000000e+00	0.00000000e+00+8.94839858e-01j
1.18989899e+00	0.00000000e+00+9.21514170e-01j
1.27979798e+00	0.00000000e+00+9.46479627e-01j
1.36969697e+00	0.00000000e+00+9.69980369e-01j
1.45959596e+00	0.00000000e+00+9.92213113e-01j
1.54949495e+00	0.00000000e+00+1.01333850e+00j
1.63939394e+00	0.00000000e+00+1.03348926e+00j
1.72929293e+00	0.00000000e+00+1.05277616e+00j
1.81919192e+00	0.00000000e+00+1.07129248e+00j
1.90909091e+00	0.00000000e+00+1.08911742e+00j
1.99898990e+00	0.00000000e+00+1.10631867e+00j
2.08888889e+00	0.00000000e+00+1.12295448e+00j
2.17878788e+00	0.00000000e+00+1.13907529e+00j
2.26868687e+00	0.00000000e+00+1.15472495e+00j
2.35858586e+00	0.00000000e+00+1.16994182e+00j
2.44848485e+00	0.00000000e+00+1.18475959e+00j
2.53838384e+00	0.00000000e+00+1.19920798e+00j
2.62828283e+00	0.00000000e+00+1.21331330e+00j
2.71818182e+00	0.00000000e+00+1.22709893e+00j
2.80808081e+00	0.00000000e+00+1.24058574e+00j
2.89797980e+00	0.00000000e+00+1.25379239e+00j
2.98787879e+00	0.00000000e+00+1.26673567e+00j
3.07777778e+00	0.00000000e+00+1.27943065e+00j
3.16767677e+00	0.00000000e+00+1.29189100e+00j
3.25757576e+00	0.00000000e+00+1.30412906e+00j
3.34747475e+00	0.00000000e+00+1.31615609e+00j
3.43737374e+00	0.00000000e+00+1.32798230e+00j
3.52727273e+00	0.00000000e+00+1.33961707e+00j
3.61717172e+00	0.00000000e+00+1.35106897e+00j
3.70707071e+00	0.00000000e+00+1.36234586e+00j
3.79696970e+00	0.00000000e+00+1.37345501e+00j
3.88686869e+00	0.00000000e+00+1.38440311e+00j
3.97676768e+00	0.00000000e+00+1.39519637e+00j
4.06666667e+00	0.00000000e+00+1.40584053e+00j
4.15656566e+00	0.00000000e+00+1.41634097e+00j
4.24646465e+00	0.00000000e+00+1.42670266e+00j
4.33636364e+00	0.00000000e+00+1.43693027e+00j
4.42626263e+00	0.00000000e+00+1.44702817e+00j
4.51616162e+00	0.00000000e+00+1.45700046e+00j
4.60606061e+00	0.00000000e+00+1.46685100e+00j
4.69595960e+00	0.00000000e+00+1.47658342e+00j
4.78585859e+00	0.00000000e+00+1.48620116e+00j
4.87575758e+00	0.00000000e+00+1.49570746e+00j
4.96565657e+00	0.00000000e+00+1.50510541e+00j
5.05555556e+00	0.00000000e+00+1.51439791e+00j
5.14545455e+00	0.00000000e+00+1.52358776e+00j
5.23535354e+00	0.00000000e+00+1.53267759e+00j
5.32525253e+00	0.00000000e+00+1.54166994e+00j
5.41515152e+00	0.00000000e+00+1.55056721e+00j
5.50505051e+00	0.00000000e+00+1.55937171e+00j
5.59494949e+00	0.00000000e+00+1.56808565e+00j
5.68484848e+00	0.00000000e+00+1.57671115e+00j
5.77474747e+00	0.00000000e+00+1.58525024e+00j
5.86464646e+00	0.00000000e+00+1.59370488e+00j
5.95454545e+00	0.00000000e+00+1.60207695e+00j
6.04444444e+00	0.00000000e+00+1.61036827e+00j
6.13434343e+00	0.00000000e+00+1.61858057e+00j
6.22424242e+00	0.00000000e+00+1.62671555e+00j
6.31414141e+00	0.00000000e+00+1.63477483e+00j
6.40404040e+00	0.00000000e+00+1.64275999e+00j
6.49393939e+00	0.00000000e+00+1.65067254e+00j
6.58383838e+00	0.00000000e+00+1.65851396e+00j
6.67373737e+00	0.00000000e+00+1.66628568e+00j
6.76363636e+00	0.00000000e+00+1.67398907e+00j
6.85353535e+00	0.00000000e+00+1.68162548e+00j
6.94343434e+00	0.00000000e+00+1.68919621e+00j
7.03333333e+00	0.00000000e+00+1.69670252e+00j
7.12323232e+00	0.00000000e+00+1.70414562e+00j
7.21313131e+00	0.00000000e+00+1.71152672e+00j
7.30303030e+00	0.00000000e+00+1.71884697e+00j
7.39292929e+00	0.00000000e+00+1.72610750e+00j
7.48282828e+00	0.00000000e+00+1.73330939e+00j
7.57272727e+00	0.00000000e+00+1.74045372e+00j
