1.00000000e-04	1.24999999e+00+0.00000000e+00j
1.20679264e-04	1.24999999e+00+0.00000000e+00j
1.45634848e-04	1.24999998e+00+0.00000000e+00j
1.75751062e-04	1.24999997e+00+0.00000000e+00j
2.12095089e-04	1.24999996e+00+0.00000000e+00j
2.55954792e-04	1.24999995e+00+0.00000000e+00j
3.08884360e-04	1.24999992e+00+0.00000000e+00j
3.72759372e-04	1.24999989e+00+0.00000000e+00j
4.49843267e-04	1.24999984e+00+0.00000000e+00j
5.42867544e-04	1.24999976e+00+0.00000000e+00j
6.55128557e-04	1.24999965e+00+0.00000000e+00j
7.90604321e-04	1.24999949e+00+0.00000000e+00j
9.54095476e-04	1.24999926e+00+0.00000000e+00j
1.15139540e-03	1.24999892e+00+0.00000000e+00j
1.38949549e-03	1.24999843e+00+0.00000000e+00j
1.67683294e-03	1.24999771e+00+0.00000000e+00j
2.02358965e-03	1.24999667e+00+0.00000000e+00j
2.44205309e-03	1.24999515e+00+0.00000000e+00j
2.94705170e-03	1.24999294e+00+0.00000000e+00j
3.55648031e-03	1.24998972e+00+0.00000000e+00j
4.29193426e-03	1.24998503e+00+0.00000000e+00j
5.17947468e-03	1.24997820e+00+0.00000000e+00j
6.25055193e-03	1.24996825e+00+0.00000000e+00j
7.54312006e-03	1.24995376e+00+0.00000000e+00j
9.10298178e-03	1.24993265e+00+0.00000000e+00j
1.09854114e-02	1.24990192e+00+0.00000000e+00j
1.32571137e-02	1.24985716e+00+0.00000000e+00j
1.59985872e-02	1.24979197e+00+0.00000000e+00j
1.93069773e-02	1.24969702e+00+0.00000000e+00j
2.32995181e-02	1.24955874e+00+0.00000000e+00j
2.81176870e-02	1.24935732e+00+0.00000000e+00j
3.39322177e-02	1.24906393e+00+0.00000000e+00j
4.09491506e-02	1.24863654e+00+0.00000000e+00j
4.94171336e-02	1.24801384e+00+0.00000000e+00j
5.96362332e-02	1.24710641e+00+0.00000000e+00j
7.19685673e-02	1.24578361e+00+0.00000000e+00j
8.68511374e-02	1.24385431e+00+0.00000000e+00j
1.04811313e-01	1.24103799e+00+0.00000000e+00j
1.26485522e-01	1.23692079e+00+0.00000000e+00j
1.52641797e-01	1.23088612e+00+0.00000000e+00j
1.84206997e-01	1.22199808e+00+0.00000000e+00j
2.22299648e-01	1.20878356e+00+0.00000000e+00j
2.68269580e-01	1.18874589e+00+0.00000000e+00j
3.23745754e-01	1.15692241e+00+0.00000000e+00j
3.90693994e-01	1.09831720e+00+0.00000000e+00j
4.71486636e-01	1.00000000e+00+1.01646652e-01j
5.68986603e-01	1.00000000e+00+1.91344992e-01j
6.86648845e-01	1.00000000e+00+2.65717001e-01j
8.28642773e-01	1.00000000e+00+3.37623858e-01j
1.00000000e+00	1.00000000e+00+4.10843352e-01j
1.10000000e+00	1.00000000e+00+4.49122348e-01j
1.18989899e+00	1.00000000e+00+4.81435733e-01j
1.27979798e+00	1.00000000e+00+5.12089317e-01j
1.36969697e+00	1.00000000e+00+5.41315281e-01j
1.45959596e+00	1.00000000e+00+5.69291317e-01j
1.54949495e+00	1.00000000e+00+5.96156822e-01j
1.63939394e+00	1.00000000e+00+6.22023517e-01j
1.72929293e+00	1.00000000e+00+6.46982653e-01j
1.81919192e+00	1.00000000e+00+6.71110053e-01j
1.90909091e+00	1.00000000e+00+6.94469706e-01j
1.99898990e+00	1.00000000e+00+7.17116398e-01j
2.08888889e+00	1.00000000e+00+7.39097656e-01j
2.17878788e+00	1.00000000e+00+7.60455174e-01j
2.26868687e+00	1.00000000e+00+7.81225924e-01j
2.35858586e+00	1.00000000e+00+8.01442995e-01j
2.44848485e+00	1.00000000e+00+8.21136245e-01j
2.53838384e+00	1.00000000e+00+8.40332810e-01j
2.62828283e+00	1.00000000e+00+8.59057506e-01j
2.71818182e+00	1.00000000e+00+8.77333152e-01j
2.80808081e+00	1.00000000e+00+8.95180827e-01j
2.89797980e+00	1.00000000e+00+9.12620083e-01j
2.98787879e+00	1.00000000e+00+9.29669120e-01j
3.07777778e+00	1.00000000e+00+9.46344929e-01j
3.16767677e+00	1.00000000e+00+9.62663416e-01j
3.25757576e+00	1.00000000e+00+9.78639506e-01j
3.34747475e+00	1.00000000e+00+9.94287230e-01j
3.43737374e+00	1.00000000e+00+1.00961980e+00j
3.52727273e+00	1.00000000e+00+1.02464969e+00j
3.61717172e+00	1.00000000e+00+1.03938866e+00j
3.70707071e+00	1.00000000e+00+1.05384787e+00j
3.79696970e+00	1.00000000e+00+1.06803785e+00j
3.88686869e+00	1.00000000e+00+1.08196861e+00j
3.97676768e+00	1.00000000e+00+1.09564962e+00j
4.06666667e+00	1.00000000e+00+1.10908990e+00j
4.15656566e+00	1.00000000e+00+1.12229801e+00j
4.24646465e+00	1.00000000e+00+1.13528210e+00j
4.33636364e+00	1.00000000e+00+1.14804992e+00j
4.42626263e+00	1.00000000e+00+1.16060886e+00j
4.51616162e+00	1.00000000e+00+1.17296595e+00j
4.60606061e+00	1.00000000e+00+1.18512790e+00j
4.69595960e+00	1.00000000e+00+1.19710113e+00j
4.78585859e+00	1.00000000e+00+1.20889176e+00j
4.87575758e+00	1.00000000e+00+1.22050563e+00j
4.96565657e+00	1.00000000e+00+1.23194833e+00j
5.05555556e+00	1.00000000e+00+1.24322520e+00j
5.14545455e+00	1.00000000e+00+1.25434136e+00j
5.23535354e+00	1.00000000e+00+1.26530171e+00j
5.32525253e+00	1.00000000e+00+1.27611094e+00j
5.41515152e+00	1.00000000e+00+1.28677354e+00j
5.50505051e+00	1.00000000e+00+1.29729383e+00j
5.59494949e+00	1.00000000e+00+1.30767594e+00j
5.68484848e+00	1.00000000e+00+1.31792383e+00j
5.77474747e+00	1.00000000e+00+1.32804132e+00j
5.86464646e+00	1.00000000e+00+1.33803206e+00j
5.95454545e+00	1.00000000e+00+1.34789957e+00j
6.04444444e+00	1.00000000e+00+1.35764723e+00j
6.13434343e+00	1.00000000e+00+1.36727828e+00j
