-1.00000000e-04	-1.89584732e-02
-1.09854114e-04	-1.98628417e-02
-1.20679264e-04	-2.08099878e-02
-1.32571137e-04	-2.18019045e-02
-1.45634848e-04	-2.28406707e-02
-1.59985872e-04	-2.39284610e-02
-1.75751062e-04	-2.50675483e-02
-1.93069773e-04	-2.62603055e-02
-2.12095089e-04	-2.75092122e-02
-2.32995181e-04	-2.88168609e-02
-2.55954792e-04	-3.01859544e-02
-2.81176870e-04	-3.16193207e-02
-3.08884360e-04	-3.31199095e-02
-3.39322177e-04	-3.46908016e-02
-3.72759372e-04	-3.63352152e-02
-4.09491506e-04	-3.80565061e-02
-4.49843267e-04	-3.98581814e-02
-4.94171336e-04	-4.17438996e-02
-5.42867544e-04	-4.37174781e-02
-5.96362332e-04	-4.57829021e-02
-6.55128557e-04	-4.79443292e-02
-7.19685673e-04	-5.02060969e-02
-7.90604321e-04	-5.25727324e-02
-8.68511374e-04	-5.50489575e-02
-9.54095476e-04	-5.76396989e-02
-1.04811313e-03	-6.03500962e-02
-1.15139540e-03	-6.31855101e-02
-1.26485522e-03	-6.61515338e-02
-1.38949549e-03	-6.92540024e-02
-1.52641797e-03	-7.24990059e-02
-1.67683294e-03	-7.58928954e-02
-1.84206997e-03	-7.94423004e-02
-2.02358965e-03	-8.31541380e-02
-2.22299648e-03	-8.70356311e-02
-2.44205309e-03	-9.10943200e-02
-2.68269580e-03	-9.53380783e-02
-2.94705170e-03	-9.97751312e-02
-3.23745754e-03	-1.04414077e-01
-3.55648031e-03	-1.09263900e-01
-3.90693994e-03	-1.14334003e-01
-4.29193426e-03	-1.19634220e-01
-4.71486636e-03	-1.25174852e-01
-5.17947468e-03	-1.30966690e-01
-5.68986603e-03	-1.37021052e-01
-6.25055193e-03	-1.43349813e-01
-6.86648845e-03	-1.49965447e-01
-7.54312006e-03	-1.56881071e-01
-8.28642773e-03	-1.64110491e-01
-9.10298178e-03	-1.71668259e-01
-1.00000000e-02	-1.79569728e-01
-1.10000000e-02	-1.87950443e-01
-3.11836735e-02	-3.09677895e-01
-5.13673469e-02	-3.94695505e-01
-7.15510204e-02	-4.65217652e-01
-9.17346939e-02	-5.27736665e-01
-1.11918367e-01	-5.85200134e-01
-1.32102041e-01	-6.39238634e-01
-1.52285714e-01	-6.90867693e-01
-1.72469388e-01	-7.40773376e-01
-1.92653061e-01	-7.89448159e-01
-2.12836735e-01	-8.37263012e-01
-2.33020408e-01	-8.84508774e-01
-2.53204082e-01	-9.31421484e-01
-2.73387755e-01	-9.78198630e-01
-2.93571429e-01	-1.02501008e+00
-3.13755102e-01	-1.07200563e+00
-3.33938776e-01	-1.11932052e+00
-3.54122449e-01	-1.16707940e+00
-3.74306122e-01	-1.21539943e+00
-3.94489796e-01	-1.26439271e+00
-4.14673469e-01	-1.31416822e+00
-4.34857143e-01	-1.36483342e+00
-4.55040816e-01	-1.41649567e+00
-4.75224490e-01	-1.46926346e+00
-4.95408163e-01	-1.52324750e+00
-5.15591837e-01	-1.57856188e+00
-5.35775510e-01	-1.63532499e+00
-5.55959184e-01	-1.69366067e+00
-5.76142857e-01	-1.75369915e+00
-5.96326531e-01	-1.81557828e+00
-6.16510204e-01	-1.87944463e+00
-6.36693878e-01	-1.94545477e+00
-6.56877551e-01	-2.01377668e+00
-6.77061224e-01	-2.08459129e+00
-6.97244898e-01	-2.15809416e+00
-7.17428571e-01	-2.23449742e+00
-7.37612245e-01	-2.31403196e+00
-7.57795918e-01	-2.39694987e+00
-7.77979592e-01	-2.48352727e+00
-7.98163265e-01	-2.57406758e+00
-8.18346939e-01	-2.66890524e+00
-8.38530612e-01	-2.76841006e+00
-8.58714286e-01	-2.87299232e+00
-8.78897959e-01	-2.98310865e+00
-8.99081633e-01	-3.09926908e+00
-9.19265306e-01	-3.22204525e+00
-9.39448980e-01	-3.35208026e+00
-9.59632653e-01	-3.49010039e+00
-9.79816327e-01	-3.63692925e+00
-1.00000000e+00	-3.79350480e+00
-1.01000000e+00	-3.87501568e+00
-2.00997494e+00	6.40548748e+00
-3.00994987e+00	2.10241966e+00
-4.00992481e+00	1.24831047e+00
-5.00989975e+00	8.41101198e-01
-6.00987469e+00	5.82568323e-01
-7.00984962e+00	3.92026639e-01
-8.00982456e+00	2.37924066e-01
-9.00979950e+00	1.05030230e-01
-1.00097744e+01	-1.51629911e-02
-1.10097494e+01	-1.28000580e-01
-1.20097243e+01	-2.37218909e-01
-1.30096992e+01	-3.45720490e-01
-1.40096742e+01	-4.56012928e-01
-1.50096491e+01	-5.70498167e-01
-1.60096241e+01	-6.91702927e-01
-1.70095990e+01	-8.22505284e-01
-1.80095739e+01	-9.66404091e-01
-1.90095489e+01	-1.12788680e+00
-2.00095238e+01	-1.31298066e+00
-2.10094987e+01	-1.53013885e+00
-2.20094737e+01	-1.79175283e+00
-2.30094486e+01	-2.11690123e+00
-2.40094236e+01	-2.53672317e+00
-2.50093985e+01	-3.10590825e+00
-2.60093734e+01	-3.93036176e+00
-2.70093484e+01	-5.24576458e+00
-2.80093233e+01	-7.70460808e+00
-2.90092982e+01	-1.40291320e+01
-3.00092732e+01	-6.86844819e+01
-3.10092481e+01	2.44928938e+01
-3.20092231e+01	1.04949443e+01
-3.70090977e+01	2.73677198e+00
-3.80090727e+01	2.37452512e+00
-3.90090476e+01	2.09131786e+00
-4.00090226e+01	1.86283703e+00
-4.10089975e+01	1.67381986e+00
-4.20089724e+01	1.51422630e+00
-4.30089474e+01	1.37705662e+00
-4.40089223e+01	1.25749219e+00
-4.50088972e+01	1.15192648e+00
-4.60088722e+01	1.05768664e+00
-4.70088471e+01	9.72735037e-01
-4.80088221e+01	8.95490212e-01
-4.90087970e+01	8.24705261e-01
-5.00087719e+01	7.59382994e-01
-5.10087469e+01	6.98715870e-01
-5.20087218e+01	6.42042180e-01
-5.30086967e+01	5.88814110e-01
-5.40086717e+01	5.38573554e-01
-5.50086466e+01	4.90934079e-01
-5.60086216e+01	4.45566804e-01
-5.70085965e+01	4.02189613e-01
-5.80085714e+01	3.60558651e-01
-5.90085464e+01	3.20461464e-01
-6.00085213e+01	2.81711742e-01
-6.10084962e+01	2.44144845e-01
-6.20084712e+01	2.07614262e-01
-6.30084461e+01	1.71988735e-01
-6.40084211e+01	1.37149806e-01
-6.50083960e+01	1.02989809e-01
-6.60083709e+01	6.94101636e-02
-6.70083459e+01	3.63199548e-02
-6.80083208e+01	3.63468458e-03
-6.90082957e+01	-2.87247906e-02
-7.00082707e+01	-6.08331875e-02
-7.10082456e+01	-9.27616151e-02
-7.20082206e+01	-1.24578311e-01
-7.30081955e+01	-1.56349293e-01
-7.40081704e+01	-1.88138980e-01
-7.50081454e+01	-2.20010758e-01
-7.60081203e+01	-2.52027496e-01
-7.70080952e+01	-2.84252082e-01
-7.80080702e+01	-3.16747925e-01
-7.90080451e+01	-3.49579437e-01
-8.00080201e+01	-3.82812579e-01
-8.10079950e+01	-4.16515352e-01
-8.20079699e+01	-4.50758369e-01
-8.30079449e+01	-4.85615437e-01
-8.40079198e+01	-5.21164172e-01
-8.50078947e+01	-5.57486705e-01
-8.60078697e+01	-5.94670426e-01
-8.70078446e+01	-6.32808811e-01
-8.80078195e+01	-6.72002387e-01
-8.90077945e+01	-7.12359778e-01
-9.00077694e+01	-7.53998906e-01
-9.10077444e+01	-7.97048397e-01
-9.20077193e+01	-8.41649149e-01
-9.30076942e+01	-8.87956201e-01
-9.40076692e+01	-9.36140884e-01
-9.50076441e+01	-9.86393326e-01
-9.60076190e+01	-1.03892545e+00
-9.70075940e+01	-1.09397452e+00
-9.80075689e+01	-1.15180726e+00
-9.90075439e+01	-1.21272503e+00
-1.00007519e+02	-1.27706981e+00
-1.01007494e+02	-1.34523163e+00
-1.02007469e+02	-1.41765764e+00
-1.03007444e+02	-1.49486318e+00
-1.04007419e+02	-1.57744572e+00
-1.05007393e+02	-1.66610201e+00
-1.06007368e+02	-1.76165025e+00
-1.07007343e+02	-1.86505759e+00
-1.08007318e+02	-1.97747628e+00
-1.09007293e+02	-2.10029042e+00
-1.10007268e+02	-2.23517773e+00
-1.11007243e+02	-2.38419206e+00
-1.12007218e+02	-2.54987542e+00
-1.13007193e+02	-2.73541266e+00
-1.14007168e+02	-2.94484869e+00
-1.15007143e+02	-3.18340038e+00
-1.16007118e+02	-3.45791445e+00
-1.17007093e+02	-3.77755865e+00
-1.18007068e+02	-4.15489691e+00
-1.19007043e+02	-4.60762307e+00
-1.20007018e+02	-5.16147766e+00
-1.21006992e+02	-5.85540914e+00
-1.22006967e+02	-6.75129657e+00
-1.23006942e+02	-7.95373292e+00
-1.24006917e+02	-9.65457534e+00
-1.25006892e+02	-1.22479386e+01
-1.26006867e+02	-1.66921114e+01
-1.27006842e+02	-2.60817243e+01
-1.28006817e+02	-5.90963565e+01
-1.29006792e+02	2.28753743e+02
-1.30006767e+02	3.91253006e+01
-1.31006742e+02	2.14312233e+01
-1.32006717e+02	1.47716671e+01
-1.33006692e+02	1.12756098e+01
-1.34006667e+02	9.11998524e+00
-1.35006642e+02	7.65681062e+00
-1.36006617e+02	6.59780530e+00
-1.37006591e+02	5.79521566e+00
-1.38006566e+02	5.16548604e+00
-1.39006541e+02	4.65781031e+00
-1.40006516e+02	4.23951714e+00
-1.41006491e+02	3.88864164e+00
-1.42006466e+02	3.58987154e+00
-1.43006441e+02	3.33220613e+00
-1.44006416e+02	3.10753779e+00
-1.45006391e+02	2.90976014e+00
-1.46006366e+02	2.73418590e+00
-1.47006341e+02	2.57715741e+00
-1.48006316e+02	2.43577866e+00
-1.49006291e+02	2.30772661e+00
-1.50006266e+02	2.19111630e+00
-1.51006241e+02	2.08440205e+00
-1.52006216e+02	1.98630441e+00
-1.53006190e+02	1.89575523e+00
-1.54006165e+02	1.81185562e+00
-1.55006140e+02	1.73384384e+00
-1.56006115e+02	1.66106988e+00
-1.57006090e+02	1.59297588e+00
-1.58006065e+02	1.52908012e+00
-1.59006040e+02	1.46896461e+00
-1.60006015e+02	1.41226477e+00
-1.61005990e+02	1.35866122e+00
-1.62005965e+02	1.30787285e+00
-1.63005940e+02	1.25965135e+00
-1.64005915e+02	1.21377649e+00
-1.65005890e+02	1.17005225e+00
-1.66005865e+02	1.12830357e+00
-1.67005840e+02	1.08837362e+00
-1.68005815e+02	1.05012145e+00
-1.69005789e+02	1.01342001e+00
-1.70005764e+02	9.78154486e-01
-1.71005739e+02	9.44220852e-01
-1.72005714e+02	9.11524576e-01
-1.73005689e+02	8.79979622e-01
-1.74005664e+02	8.49507431e-01
-1.75005639e+02	8.20036159e-01
-1.76005614e+02	7.91499918e-01
-1.77005589e+02	7.63838230e-01
-1.78005564e+02	7.36995413e-01
-1.79005539e+02	7.10920103e-01
-1.80005514e+02	6.85564891e-01
-1.81005489e+02	6.60885846e-01
-1.82005464e+02	6.36842295e-01
-1.83005439e+02	6.13396422e-01
-1.84005414e+02	5.90513083e-01
-1.85005388e+02	5.68159504e-01
-1.86005363e+02	5.46305131e-01
-1.87005338e+02	5.24921367e-01
-1.88005313e+02	5.03981498e-01
-1.89005288e+02	4.83460430e-01
-1.90005263e+02	4.63334643e-01
-1.91005238e+02	4.43582002e-01
-1.92005213e+02	4.24181667e-01
-1.93005188e+02	4.05113997e-01
-1.94005163e+02	3.86360444e-01
-1.95005138e+02	3.67903463e-01
-1.96005113e+02	3.49726452e-01
-1.97005088e+02	3.31813660e-01
-1.98005063e+02	3.14150131e-01
-1.99005038e+02	2.96721657e-01
-2.00005013e+02	2.79514678e-01
-2.01004987e+02	2.62516308e-01
-2.02004962e+02	2.45714193e-01
-2.03004937e+02	2.29096560e-01
-2.04004912e+02	2.12652105e-01
-2.05004887e+02	1.96370009e-01
-2.06004862e+02	1.80239861e-01
-2.07004837e+02	1.64251649e-01
-2.08004812e+02	1.48395748e-01
-2.09004787e+02	1.32662846e-01
-2.10004762e+02	1.17043962e-01
-2.11004737e+02	1.01530378e-01
-2.12004712e+02	8.61136621e-02
-2.13004687e+02	7.07856304e-02
-2.14004662e+02	5.55383039e-02
-2.15004637e+02	4.03639233e-02
-2.16004612e+02	2.52549158e-02
-2.17004586e+02	1.02038703e-02
-2.18004561e+02	-4.79646091e-03
-2.19004536e+02	-1.97532005e-02
-2.20004511e+02	-3.46733276e-02
-2.21004486e+02	-4.95637413e-02
-2.22004461e+02	-6.44312119e-02
-2.23004436e+02	-7.92824566e-02
-2.24004411e+02	-9.41240980e-02
-2.25004386e+02	-1.08962723e-01
-2.26004361e+02	-1.23804853e-01
-2.27004336e+02	-1.38657015e-01
-2.28004311e+02	-1.53525662e-01
-2.29004286e+02	-1.68417280e-01
-2.30004261e+02	-1.83338332e-01
-2.31004236e+02	-1.98295301e-01
-2.32004211e+02	-2.13294714e-01
-2.33004185e+02	-2.28343092e-01
-2.34004160e+02	-2.43447045e-01
-2.35004135e+02	-2.58613227e-01
-2.36004110e+02	-2.73848351e-01
-2.37004085e+02	-2.89159228e-01
-2.38004060e+02	-3.04552766e-01
-2.39004035e+02	-3.20035962e-01
-2.40004010e+02	-3.35615930e-01
-2.41003985e+02	-3.51299949e-01
-2.42003960e+02	-3.67095429e-01
-2.43003935e+02	-3.83009913e-01
-2.44003910e+02	-3.99051157e-01
-2.45003885e+02	-4.15227085e-01
-2.46003860e+02	-4.31545828e-01
-2.47003835e+02	-4.48015752e-01
-2.48003810e+02	-4.64645446e-01
-2.49003784e+02	-4.81443751e-01
-2.50003759e+02	-4.98419827e-01
-2.51003734e+02	-5.15583086e-01
-2.52003709e+02	-5.32943275e-01
-2.53003684e+02	-5.50510475e-01
-2.54003659e+02	-5.68295128e-01
-2.55003634e+02	-5.86308086e-01
-2.56003609e+02	-6.04560593e-01
-2.57003584e+02	-6.23064364e-01
-2.58003559e+02	-6.41831567e-01
-2.59003534e+02	-6.60874897e-01
